time 	 XG 	 YG 	 ZG 	 Phi 	 Theta 	 Psi
25.1726 	 18.9431 	 14.7789 	 3.21782 	 2.17537 	 -2.75946 	 -69.0779
25.1772 	 18.9457 	 14.7798 	 3.21618 	 2.42657 	 -2.77558 	 -69.1033
25.1818 	 18.9484 	 14.7806 	 3.21452 	 2.67773 	 -2.79171 	 -69.1284
25.1864 	 18.951 	 14.7815 	 3.21283 	 2.92885 	 -2.80782 	 -69.1534
25.1911 	 18.9536 	 14.7823 	 3.21113 	 3.17992 	 -2.82388 	 -69.1782
25.1957 	 18.9562 	 14.7831 	 3.20941 	 3.43094 	 -2.83992 	 -69.2029
25.2003 	 18.9588 	 14.784 	 3.20767 	 3.68192 	 -2.85594 	 -69.2274
25.2049 	 18.9614 	 14.7848 	 3.20591 	 3.93287 	 -2.87196 	 -69.2517
25.2096 	 18.9639 	 14.7857 	 3.20412 	 4.18378 	 -2.88798 	 -69.2759
25.2142 	 18.9664 	 14.7865 	 3.20232 	 4.43464 	 -2.90399 	 -69.2999
25.2188 	 18.9689 	 14.7873 	 3.2005 	 4.68546 	 -2.92 	 -69.3237
25.2235 	 18.9714 	 14.7882 	 3.19865 	 4.93625 	 -2.93601 	 -69.3474
25.2281 	 18.9738 	 14.789 	 3.19679 	 5.18701 	 -2.95208 	 -69.371
25.2328 	 18.9763 	 14.7898 	 3.19491 	 5.43775 	 -2.96817 	 -69.3944
25.2375 	 18.9787 	 14.7907 	 3.19301 	 5.68846 	 -2.98425 	 -69.4177
25.2421 	 18.9811 	 14.7915 	 3.19109 	 5.93911 	 -3.00031 	 -69.4408
25.2468 	 18.9834 	 14.7923 	 3.18914 	 6.18971 	 -3.01635 	 -69.4637
25.2515 	 18.9858 	 14.7932 	 3.18717 	 6.44027 	 -3.03238 	 -69.4866
25.2562 	 18.9881 	 14.794 	 3.18518 	 6.69079 	 -3.04843 	 -69.5092
25.2609 	 18.9904 	 14.7949 	 3.18317 	 6.94126 	 -3.06448 	 -69.5317
25.2656 	 18.9927 	 14.7957 	 3.18114 	 7.19171 	 -3.08055 	 -69.5539
25.2703 	 18.995 	 14.7965 	 3.17908 	 7.44211 	 -3.09666 	 -69.5759
25.275 	 18.9972 	 14.7974 	 3.177 	 7.69249 	 -3.11283 	 -69.5977
25.2798 	 18.9994 	 14.7982 	 3.1749 	 7.94283 	 -3.12907 	 -69.6193
25.2845 	 19.0016 	 14.799 	 3.17276 	 8.19314 	 -3.14536 	 -69.6406
25.2893 	 19.0038 	 14.7998 	 3.1706 	 8.44341 	 -3.16169 	 -69.6617
25.2941 	 19.0059 	 14.8007 	 3.16842 	 8.69363 	 -3.17807 	 -69.6825
25.2989 	 19.0081 	 14.8015 	 3.16621 	 8.94382 	 -3.19448 	 -69.7031
25.3037 	 19.0101 	 14.8023 	 3.16398 	 9.19398 	 -3.21092 	 -69.7235
25.3085 	 19.0122 	 14.8031 	 3.16172 	 9.44408 	 -3.22739 	 -69.7437
25.3133 	 19.0142 	 14.804 	 3.15944 	 9.69414 	 -3.24388 	 -69.7637
25.3181 	 19.0163 	 14.8048 	 3.15712 	 9.94416 	 -3.26042 	 -69.7836
25.323 	 19.0183 	 14.8056 	 3.15478 	 10.1941 	 -3.27703 	 -69.8032
25.3279 	 19.0202 	 14.8064 	 3.15241 	 10.4441 	 -3.29372 	 -69.8226
25.3328 	 19.0222 	 14.8072 	 3.15002 	 10.694 	 -3.31051 	 -69.8419
25.3377 	 19.0241 	 14.8081 	 3.14759 	 10.9439 	 -3.32738 	 -69.8609
25.3426 	 19.026 	 14.8089 	 3.14513 	 11.1937 	 -3.34432 	 -69.8797
25.3475 	 19.0279 	 14.8097 	 3.14265 	 11.4435 	 -3.36132 	 -69.8983
25.3525 	 19.0297 	 14.8105 	 3.14014 	 11.6933 	 -3.37839 	 -69.9167
25.3575 	 19.0315 	 14.8113 	 3.1376 	 11.943 	 -3.3955 	 -69.9349
25.3625 	 19.0333 	 14.8121 	 3.13502 	 12.1926 	 -3.41263 	 -69.9529
25.3675 	 19.0351 	 14.813 	 3.13242 	 12.4422 	 -3.42979 	 -69.9708
25.3725 	 19.0368 	 14.8138 	 3.1298 	 12.6918 	 -3.44696 	 -69.9885
25.3776 	 19.0385 	 14.8146 	 3.12714 	 12.9413 	 -3.46414 	 -70.006
25.3826 	 19.0402 	 14.8154 	 3.12446 	 13.1907 	 -3.48132 	 -70.0234
25.3877 	 19.0419 	 14.8162 	 3.12175 	 13.4401 	 -3.49852 	 -70.0407
25.3929 	 19.0435 	 14.8171 	 3.11901 	 13.6894 	 -3.51573 	 -70.0577
25.398 	 19.0451 	 14.8179 	 3.11624 	 13.9387 	 -3.53297 	 -70.0746
25.4032 	 19.0467 	 14.8187 	 3.11343 	 14.1879 	 -3.55025 	 -70.0913
25.4084 	 19.0483 	 14.8195 	 3.1106 	 14.437 	 -3.56756 	 -70.1078
25.4136 	 19.0498 	 14.8203 	 3.10773 	 14.6861 	 -3.58489 	 -70.1241
25.4189 	 19.0513 	 14.8212 	 3.10483 	 14.9352 	 -3.60223 	 -70.1403
25.4242 	 19.0528 	 14.822 	 3.1019 	 15.1841 	 -3.6196 	 -70.1564
25.4295 	 19.0543 	 14.8228 	 3.09894 	 15.433 	 -3.63696 	 -70.1723
25.4348 	 19.0557 	 14.8237 	 3.09594 	 15.6818 	 -3.65431 	 -70.1882
25.4402 	 19.0571 	 14.8245 	 3.0929 	 15.9305 	 -3.6716 	 -70.204
25.4456 	 19.0585 	 14.8253 	 3.08984 	 16.1791 	 -3.68878 	 -70.2198
25.4511 	 19.0599 	 14.8262 	 3.08675 	 16.4277 	 -3.70586 	 -70.2356
25.4566 	 19.0612 	 14.827 	 3.08362 	 16.6761 	 -3.72286 	 -70.2513
25.4621 	 19.0626 	 14.8279 	 3.08045 	 16.9244 	 -3.7398 	 -70.267
25.4677 	 19.0638 	 14.8287 	 3.07725 	 17.1726 	 -3.75667 	 -70.2827
25.4733 	 19.0651 	 14.8296 	 3.07401 	 17.4207 	 -3.77347 	 -70.2984
25.4789 	 19.0664 	 14.8304 	 3.07073 	 17.6687 	 -3.79021 	 -70.314
25.4846 	 19.0676 	 14.8313 	 3.06741 	 17.9166 	 -3.80689 	 -70.3296
25.4904 	 19.0688 	 14.8322 	 3.06405 	 18.1644 	 -3.82347 	 -70.3452
25.4962 	 19.0699 	 14.8331 	 3.06066 	 18.4121 	 -3.83995 	 -70.3608
25.502 	 19.0711 	 14.8339 	 3.05722 	 18.6596 	 -3.85633 	 -70.3764
25.5079 	 19.0722 	 14.8348 	 3.05373 	 18.9071 	 -3.87265 	 -70.392
25.5139 	 19.0733 	 14.8357 	 3.0502 	 19.1543 	 -3.88892 	 -70.4075
25.5199 	 19.0743 	 14.8366 	 3.04661 	 19.4015 	 -3.90514 	 -70.423
25.526 	 19.0753 	 14.8375 	 3.04298 	 19.6486 	 -3.92133 	 -70.4384
25.5322 	 19.0763 	 14.8384 	 3.03931 	 19.8955 	 -3.93743 	 -70.4538
25.5384 	 19.0773 	 14.8394 	 3.03558 	 20.1423 	 -3.95342 	 -70.4692
25.5447 	 19.0783 	 14.8403 	 3.03179 	 20.3889 	 -3.96931 	 -70.4846
25.5511 	 19.0792 	 14.8413 	 3.02795 	 20.6353 	 -3.98507 	 -70.5
25.5576 	 19.0801 	 14.8422 	 3.02405 	 20.8816 	 -4.00058 	 -70.5156
25.5642 	 19.081 	 14.8432 	 3.0201 	 21.1276 	 -4.01572 	 -70.5314
25.5708 	 19.0818 	 14.8442 	 3.01609 	 21.3733 	 -4.03049 	 -70.5474
25.5776 	 19.0826 	 14.8452 	 3.01202 	 21.6188 	 -4.04488 	 -70.5636
25.5845 	 19.0834 	 14.8462 	 3.00789 	 21.8641 	 -4.05895 	 -70.58
25.5914 	 19.0842 	 14.8472 	 3.00367 	 22.109 	 -4.07272 	 -70.5965
25.5985 	 19.0849 	 14.8483 	 2.99938 	 22.3537 	 -4.08622 	 -70.6133
25.6058 	 19.0856 	 14.8494 	 2.99502 	 22.5982 	 -4.09943 	 -70.6302
25.6131 	 19.0862 	 14.8504 	 2.99057 	 22.8423 	 -4.11225 	 -70.6473
25.6206 	 19.0869 	 14.8515 	 2.98604 	 23.0861 	 -4.12464 	 -70.6646
25.6283 	 19.0874 	 14.8527 	 2.98141 	 23.3295 	 -4.13658 	 -70.6822
25.6361 	 19.088 	 14.8538 	 2.97667 	 23.5725 	 -4.14808 	 -70.7
25.6441 	 19.0884 	 14.855 	 2.97182 	 23.8151 	 -4.15918 	 -70.7181
25.6523 	 19.0889 	 14.8562 	 2.96685 	 24.0573 	 -4.16985 	 -70.7365
25.6607 	 19.0892 	 14.8574 	 2.96175 	 24.299 	 -4.17997 	 -70.7551
25.6693 	 19.0896 	 14.8586 	 2.95652 	 24.5402 	 -4.18933 	 -70.7743
25.6782 	 19.0898 	 14.8599 	 2.95113 	 24.7807 	 -4.19783 	 -70.794
25.6874 	 19.09 	 14.8613 	 2.94556 	 25.0204 	 -4.20541 	 -70.8144
25.697 	 19.0901 	 14.8626 	 2.93979 	 25.2594 	 -4.21205 	 -70.8354
25.7068 	 19.0901 	 14.8641 	 2.93379 	 25.4975 	 -4.21777 	 -70.8571
25.7171 	 19.0901 	 14.8656 	 2.92754 	 25.7347 	 -4.22253 	 -70.8796
25.7279 	 19.0899 	 14.8671 	 2.92101 	 25.9709 	 -4.22619 	 -70.9029
25.7392 	 19.0896 	 14.8688 	 2.91414 	 26.2057 	 -4.22842 	 -70.9274
25.7511 	 19.0891 	 14.8705 	 2.90689 	 26.439 	 -4.2288 	 -70.953
25.7638 	 19.0884 	 14.8723 	 2.89928 	 26.6668 	 -4.22693 	 -70.9797
25.7772 	 19.0876 	 14.8742 	 2.89172 	 26.8743 	 -4.22282 	 -71.0058
25.7906 	 19.0867 	 14.876 	 2.88423 	 27.0616 	 -4.21655 	 -71.0314
25.8039 	 19.0855 	 14.8777 	 2.87681 	 27.2285 	 -4.20821 	 -71.0565
25.8172 	 19.0843 	 14.8795 	 2.86948 	 27.3744 	 -4.19767 	 -71.0812
25.8305 	 19.0829 	 14.8813 	 2.86226 	 27.4995 	 -4.18493 	 -71.1055
25.8438 	 19.0813 	 14.8831 	 2.85514 	 27.6037 	 -4.17006 	 -71.1294
25.857 	 19.0796 	 14.8848 	 2.84813 	 27.6872 	 -4.15308 	 -71.1529
25.8702 	 19.0778 	 14.8865 	 2.84122 	 27.7501 	 -4.1341 	 -71.1761
25.8833 	 19.0758 	 14.8883 	 2.83442 	 27.7925 	 -4.11318 	 -71.1988
25.8964 	 19.0737 	 14.89 	 2.82773 	 27.8145 	 -4.0903 	 -71.2212
25.9094 	 19.0714 	 14.8916 	 2.82116 	 27.8164 	 -4.06551 	 -71.2433
25.9224 	 19.069 	 14.8933 	 2.81472 	 27.7982 	 -4.03885 	 -71.2652
25.9354 	 19.0665 	 14.895 	 2.80839 	 27.7601 	 -4.01028 	 -71.287
25.9483 	 19.0639 	 14.8967 	 2.80219 	 27.7023 	 -3.97984 	 -71.3085
25.9612 	 19.0611 	 14.8983 	 2.7961 	 27.625 	 -3.94759 	 -71.33
25.9741 	 19.0583 	 14.9 	 2.79013 	 27.5282 	 -3.91353 	 -71.3515
25.987 	 19.0553 	 14.9016 	 2.78429 	 27.4121 	 -3.87767 	 -71.373
25.9998 	 19.0522 	 14.9033 	 2.77857 	 27.2766 	 -3.84007 	 -71.3945
26.0127 	 19.0491 	 14.9049 	 2.77297 	 27.122 	 -3.80071 	 -71.4162
26.0255 	 19.0458 	 14.9066 	 2.7675 	 26.9484 	 -3.75964 	 -71.4381
26.0383 	 19.0424 	 14.9082 	 2.76216 	 26.7558 	 -3.71686 	 -71.4601
26.0511 	 19.0389 	 14.9098 	 2.75694 	 26.5445 	 -3.67237 	 -71.4824
26.0639 	 19.0354 	 14.9115 	 2.75187 	 26.3144 	 -3.62625 	 -71.5051
26.0767 	 19.0317 	 14.9131 	 2.74692 	 26.0657 	 -3.57853 	 -71.528
26.0895 	 19.028 	 14.9148 	 2.74211 	 25.7983 	 -3.52915 	 -71.5513
26.1023 	 19.0242 	 14.9164 	 2.73752 	 25.5169 	 -3.47889 	 -71.5747
26.1149 	 19.0206 	 14.9179 	 2.73335 	 25.2372 	 -3.43044 	 -71.5968
26.1267 	 19.0171 	 14.9193 	 2.72954 	 24.9587 	 -3.38349 	 -71.6182
26.1379 	 19.0138 	 14.9207 	 2.72603 	 24.6814 	 -3.33779 	 -71.6388
26.1484 	 19.0106 	 14.922 	 2.72277 	 24.405 	 -3.29322 	 -71.659
26.1585 	 19.0074 	 14.9232 	 2.71974 	 24.1294 	 -3.24965 	 -71.6788
26.1682 	 19.0044 	 14.9244 	 2.7169 	 23.8546 	 -3.20697 	 -71.6982
26.1775 	 19.0014 	 14.9256 	 2.71424 	 23.5804 	 -3.1651 	 -71.7174
26.1866 	 18.9984 	 14.9267 	 2.71175 	 23.3069 	 -3.12397 	 -71.7364
26.1953 	 18.9956 	 14.9278 	 2.70941 	 23.0339 	 -3.08354 	 -71.7551
26.2038 	 18.9928 	 14.9289 	 2.7072 	 22.7614 	 -3.04371 	 -71.7737
26.212 	 18.99 	 14.9299 	 2.70512 	 22.4893 	 -3.00441 	 -71.7922
26.22 	 18.9873 	 14.9309 	 2.70315 	 22.2176 	 -2.96559 	 -71.8106
26.2279 	 18.9846 	 14.9319 	 2.70128 	 21.9462 	 -2.92721 	 -71.8289
26.2355 	 18.982 	 14.9329 	 2.69952 	 21.6752 	 -2.8893 	 -71.8471
26.243 	 18.9794 	 14.9338 	 2.69785 	 21.4045 	 -2.85191 	 -71.8654
26.2503 	 18.9769 	 14.9348 	 2.69627 	 21.1342 	 -2.81498 	 -71.8837
26.2575 	 18.9744 	 14.9357 	 2.69478 	 20.8642 	 -2.77847 	 -71.9021
26.2646 	 18.9719 	 14.9366 	 2.69336 	 20.5944 	 -2.74228 	 -71.9204
26.2715 	 18.9695 	 14.9375 	 2.69202 	 20.3249 	 -2.70641 	 -71.9389
26.2784 	 18.9671 	 14.9384 	 2.69075 	 20.0556 	 -2.6709 	 -71.9573
26.2851 	 18.9647 	 14.9393 	 2.68955 	 19.7865 	 -2.63577 	 -71.9759
26.2917 	 18.9623 	 14.9401 	 2.68842 	 19.5177 	 -2.601 	 -71.9945
26.2982 	 18.96 	 14.941 	 2.68734 	 19.2491 	 -2.56653 	 -72.0132
26.3047 	 18.9577 	 14.9418 	 2.68632 	 18.9806 	 -2.53238 	 -72.032
26.311 	 18.9554 	 14.9426 	 2.68535 	 18.7124 	 -2.49856 	 -72.0508
26.3173 	 18.9532 	 14.9435 	 2.68445 	 18.4443 	 -2.46505 	 -72.0697
26.3235 	 18.9509 	 14.9443 	 2.6836 	 18.1765 	 -2.43185 	 -72.0886
26.3296 	 18.9487 	 14.9451 	 2.68279 	 17.9088 	 -2.39893 	 -72.1077
26.3357 	 18.9466 	 14.9459 	 2.68204 	 17.6412 	 -2.36633 	 -72.1268
26.3416 	 18.9444 	 14.9467 	 2.68133 	 17.3739 	 -2.33402 	 -72.146
26.3476 	 18.9423 	 14.9475 	 2.68068 	 17.1066 	 -2.30198 	 -72.1654
26.3534 	 18.9402 	 14.9483 	 2.68006 	 16.8396 	 -2.27019 	 -72.1848
26.3592 	 18.9381 	 14.949 	 2.67949 	 16.5726 	 -2.23865 	 -72.2044
26.3649 	 18.936 	 14.9498 	 2.67897 	 16.3058 	 -2.20739 	 -72.224
26.3706 	 18.934 	 14.9506 	 2.67848 	 16.0392 	 -2.1764 	 -72.2437
26.3763 	 18.9319 	 14.9513 	 2.67804 	 15.7727 	 -2.14568 	 -72.2635
26.3819 	 18.9299 	 14.9521 	 2.67763 	 15.5063 	 -2.11523 	 -72.2834
26.3874 	 18.9279 	 14.9529 	 2.67727 	 15.24 	 -2.08506 	 -72.3035
26.3929 	 18.9259 	 14.9536 	 2.67695 	 14.9739 	 -2.05516 	 -72.3237
26.3984 	 18.924 	 14.9544 	 2.67666 	 14.708 	 -2.02552 	 -72.3441
26.4038 	 18.922 	 14.9551 	 2.67641 	 14.4421 	 -1.99614 	 -72.3646
26.4092 	 18.9201 	 14.9558 	 2.6762 	 14.1763 	 -1.96698 	 -72.3853
26.4145 	 18.9182 	 14.9566 	 2.67602 	 13.9107 	 -1.93803 	 -72.4061
26.4198 	 18.9163 	 14.9573 	 2.67587 	 13.6451 	 -1.90926 	 -72.427
26.4251 	 18.9145 	 14.958 	 2.67576 	 13.3797 	 -1.88071 	 -72.448
26.4303 	 18.9126 	 14.9588 	 2.67568 	 13.1143 	 -1.85239 	 -72.4692
26.4355 	 18.9108 	 14.9595 	 2.67564 	 12.8491 	 -1.8243 	 -72.4906
26.4407 	 18.909 	 14.9602 	 2.67562 	 12.5839 	 -1.79642 	 -72.512
26.4459 	 18.9071 	 14.9609 	 2.67564 	 12.3188 	 -1.76872 	 -72.5336
26.451 	 18.9054 	 14.9617 	 2.67569 	 12.0538 	 -1.74119 	 -72.5554
26.4561 	 18.9036 	 14.9624 	 2.67577 	 11.7889 	 -1.71386 	 -72.5772
26.4611 	 18.9018 	 14.9631 	 2.67587 	 11.5241 	 -1.68673 	 -72.5992
26.4662 	 18.9001 	 14.9638 	 2.67602 	 11.2593 	 -1.65982 	 -72.6213
26.4712 	 18.8984 	 14.9645 	 2.67619 	 10.9947 	 -1.63312 	 -72.6435
26.4762 	 18.8967 	 14.9652 	 2.67639 	 10.7301 	 -1.60661 	 -72.6659
26.4811 	 18.895 	 14.9659 	 2.67662 	 10.4656 	 -1.58027 	 -72.6884
26.4861 	 18.8933 	 14.9666 	 2.67687 	 10.2012 	 -1.55415 	 -72.7111
26.491 	 18.8916 	 14.9674 	 2.67716 	 9.93688 	 -1.52827 	 -72.7339
26.4959 	 18.89 	 14.9681 	 2.67748 	 9.67267 	 -1.50261 	 -72.7569
26.5008 	 18.8884 	 14.9688 	 2.67783 	 9.40853 	 -1.47712 	 -72.78
26.5056 	 18.8867 	 14.9695 	 2.6782 	 9.14444 	 -1.45178 	 -72.8032
26.5105 	 18.8851 	 14.9702 	 2.6786 	 8.88041 	 -1.4266 	 -72.8265
26.5153 	 18.8835 	 14.9709 	 2.67903 	 8.61646 	 -1.40162 	 -72.85
26.5201 	 18.882 	 14.9716 	 2.67949 	 8.35259 	 -1.37685 	 -72.8736
26.5249 	 18.8804 	 14.9723 	 2.67997 	 8.08882 	 -1.3523 	 -72.8973
26.5297 	 18.8789 	 14.973 	 2.68048 	 7.82512 	 -1.32794 	 -72.9211
26.5344 	 18.8773 	 14.9737 	 2.68102 	 7.56147 	 -1.30372 	 -72.9451
26.5392 	 18.8758 	 14.9744 	 2.68158 	 7.29786 	 -1.27964 	 -72.9693
26.5439 	 18.8743 	 14.9751 	 2.68217 	 7.03431 	 -1.2557 	 -72.9936
26.5486 	 18.8728 	 14.9758 	 2.68278 	 6.7708 	 -1.2319 	 -73.0181
26.5534 	 18.8713 	 14.9765 	 2.68342 	 6.50736 	 -1.20824 	 -73.0427
26.558 	 18.8699 	 14.9771 	 2.68408 	 6.24397 	 -1.18473 	 -73.0675
26.5627 	 18.8684 	 14.9778 	 2.68477 	 5.98062 	 -1.16136 	 -73.0925
26.5674 	 18.867 	 14.9785 	 2.68549 	 5.71733 	 -1.13814 	 -73.1176
26.5721 	 18.8656 	 14.9792 	 2.68623 	 5.4541 	 -1.11507 	 -73.1428
26.5767 	 18.8642 	 14.9799 	 2.687 	 5.19092 	 -1.09217 	 -73.1682
26.5814 	 18.8628 	 14.9806 	 2.68779 	 4.92779 	 -1.06942 	 -73.1938
26.586 	 18.8614 	 14.9813 	 2.6886 	 4.66472 	 -1.04684 	 -73.2196
26.5906 	 18.8601 	 14.982 	 2.68943 	 4.4017 	 -1.02442 	 -73.2454
26.5952 	 18.8587 	 14.9827 	 2.6903 	 4.13874 	 -1.00218 	 -73.2715
26.5998 	 18.8574 	 14.9834 	 2.69118 	 3.87585 	 -0.98011 	 -73.2977
26.6044 	 18.8561 	 14.9841 	 2.69209 	 3.61301 	 -0.958199 	 -73.3241
26.609 	 18.8548 	 14.9848 	 2.69303 	 3.35022 	 -0.936436 	 -73.3506
26.6136 	 18.8535 	 14.9855 	 2.69399 	 3.08748 	 -0.914817 	 -73.3774
26.6182 	 18.8522 	 14.9862 	 2.69497 	 2.82477 	 -0.893336 	 -73.4042
26.6227 	 18.8509 	 14.9869 	 2.69598 	 2.56211 	 -0.871985 	 -73.4313
26.6273 	 18.8497 	 14.9875 	 2.697 	 2.29948 	 -0.850748 	 -73.4585
26.6318 	 18.8485 	 14.9882 	 2.69806 	 2.03689 	 -0.829635 	 -73.4859
26.6364 	 18.8472 	 14.9889 	 2.69913 	 1.77435 	 -0.808668 	 -73.5135
26.6409 	 18.846 	 14.9896 	 2.70024 	 1.51186 	 -0.787861 	 -73.5413
26.6455 	 18.8448 	 14.9903 	 2.70136 	 1.24943 	 -0.767224 	 -73.5692
26.65 	 18.8437 	 14.991 	 2.70251 	 0.987046 	 -0.746745 	 -73.5973
26.6546 	 18.8425 	 14.9917 	 2.70368 	 0.72471 	 -0.726412 	 -73.6256
26.6591 	 18.8413 	 14.9924 	 2.70488 	 0.462415 	 -0.706218 	 -73.6541
26.6636 	 18.8402 	 14.9931 	 2.70609 	 0.200164 	 -0.686168 	 -73.6827
26.6681 	 18.8391 	 14.9938 	 2.70734 	 -0.0620346 	 -0.666275 	 -73.7115
26.6727 	 18.838 	 14.9945 	 2.7086 	 -0.324179 	 -0.646544 	 -73.7404
26.6772 	 18.8369 	 14.9951 	 2.7099 	 -0.586266 	 -0.626979 	 -73.7695
26.6817 	 18.8358 	 14.9958 	 2.71121 	 -0.848301 	 -0.607575 	 -73.7987
26.6862 	 18.8348 	 14.9965 	 2.71255 	 -1.11029 	 -0.588321 	 -73.8281
26.6908 	 18.8338 	 14.9972 	 2.71391 	 -1.37224 	 -0.569202 	 -73.8576
26.6953 	 18.8327 	 14.9979 	 2.7153 	 -1.63415 	 -0.550212 	 -73.8873
26.6998 	 18.8317 	 14.9986 	 2.71671 	 -1.89602 	 -0.531349 	 -73.9171
26.7043 	 18.8308 	 14.9993 	 2.71814 	 -2.15783 	 -0.51265 	 -73.947
26.7088 	 18.8298 	 15 	 2.7196 	 -2.41959 	 -0.494111 	 -73.977
26.7134 	 18.8288 	 15.0007 	 2.72108 	 -2.68131 	 -0.47572 	 -74.0072
26.7179 	 18.8279 	 15.0014 	 2.72259 	 -2.94298 	 -0.457467 	 -74.0376
26.7224 	 18.827 	 15.0021 	 2.72412 	 -3.20462 	 -0.43933 	 -74.0681
26.7269 	 18.8261 	 15.0028 	 2.72567 	 -3.46622 	 -0.42131 	 -74.0987
26.7315 	 18.8252 	 15.0035 	 2.72725 	 -3.72778 	 -0.403439 	 -74.1295
26.736 	 18.8243 	 15.0042 	 2.72885 	 -3.98927 	 -0.385731 	 -74.1605
26.7405 	 18.8235 	 15.005 	 2.73048 	 -4.2507 	 -0.368196 	 -74.1916
26.7451 	 18.8226 	 15.0057 	 2.73214 	 -4.51208 	 -0.35082 	 -74.2229
26.7496 	 18.8218 	 15.0064 	 2.73382 	 -4.77341 	 -0.333577 	 -74.2544
26.7542 	 18.821 	 15.0071 	 2.73553 	 -5.0347 	 -0.316454 	 -74.2861
26.7587 	 18.8202 	 15.0078 	 2.73725 	 -5.29596 	 -0.299455 	 -74.3179
26.7633 	 18.8195 	 15.0085 	 2.73901 	 -5.55717 	 -0.282596 	 -74.35
26.7678 	 18.8187 	 15.0092 	 2.74079 	 -5.81832 	 -0.2659 	 -74.3823
26.7724 	 18.818 	 15.0099 	 2.7426 	 -6.07941 	 -0.24937 	 -74.4147
26.777 	 18.8173 	 15.0106 	 2.74443 	 -6.34044 	 -0.232988 	 -74.4473
26.7816 	 18.8166 	 15.0114 	 2.74629 	 -6.60144 	 -0.216738 	 -74.4801
26.7862 	 18.8159 	 15.0121 	 2.74817 	 -6.86239 	 -0.200613 	 -74.5131
26.7908 	 18.8152 	 15.0128 	 2.75008 	 -7.12329 	 -0.184624 	 -74.5462
26.7954 	 18.8146 	 15.0135 	 2.75202 	 -7.38413 	 -0.168805 	 -74.5796
26.8 	 18.814 	 15.0142 	 2.75399 	 -7.64489 	 -0.153158 	 -74.6132
26.8046 	 18.8133 	 15.015 	 2.75598 	 -7.90561 	 -0.137647 	 -74.647
26.8092 	 18.8127 	 15.0157 	 2.758 	 -8.16628 	 -0.122265 	 -74.6811
26.8139 	 18.8122 	 15.0164 	 2.76005 	 -8.42691 	 -0.107028 	 -74.7154
26.8185 	 18.8116 	 15.0171 	 2.76212 	 -8.68746 	 -0.091975 	 -74.7499
26.8232 	 18.8111 	 15.0179 	 2.76422 	 -8.94795 	 -0.0771005 	 -74.7847
26.8279 	 18.8106 	 15.0186 	 2.76635 	 -9.20836 	 -0.0623807 	 -74.8197
26.8326 	 18.8101 	 15.0193 	 2.76852 	 -9.46872 	 -0.0478037 	 -74.8549
26.8373 	 18.8096 	 15.0201 	 2.7707 	 -9.72903 	 -0.0333576 	 -74.8904
26.842 	 18.8091 	 15.0208 	 2.77292 	 -9.9893 	 -0.0190546 	 -74.9261
26.8467 	 18.8087 	 15.0216 	 2.77516 	 -10.2495 	 -0.004931 	 -74.9621
26.8515 	 18.8083 	 15.0223 	 2.77744 	 -10.5096 	 0.00900236 	 -74.9984
26.8562 	 18.8079 	 15.0231 	 2.77974 	 -10.7696 	 0.0227691 	 -75.035
26.861 	 18.8075 	 15.0238 	 2.78208 	 -11.0296 	 0.0363976 	 -75.0718
26.8658 	 18.8071 	 15.0246 	 2.78444 	 -11.2896 	 0.0498846 	 -75.109
26.8706 	 18.8068 	 15.0253 	 2.78683 	 -11.5494 	 0.0632137 	 -75.1464
26.8754 	 18.8065 	 15.0261 	 2.78926 	 -11.8092 	 0.0763778 	 -75.1841
26.8803 	 18.8062 	 15.0268 	 2.79173 	 -12.0689 	 0.0894052 	 -75.2221
26.8852 	 18.806 	 15.0276 	 2.79422 	 -12.3286 	 0.102302 	 -75.2604
26.89 	 18.8057 	 15.0284 	 2.79675 	 -12.5882 	 0.115085 	 -75.2991
26.8949 	 18.8055 	 15.0291 	 2.79931 	 -12.8477 	 0.127727 	 -75.338
26.8999 	 18.8053 	 15.0299 	 2.80191 	 -13.1072 	 0.140181 	 -75.3773
26.9048 	 18.8052 	 15.0307 	 2.80454 	 -13.3666 	 0.15243 	 -75.417
26.9098 	 18.805 	 15.0315 	 2.80721 	 -13.6258 	 0.164481 	 -75.4569
26.9148 	 18.8049 	 15.0323 	 2.80991 	 -13.885 	 0.176361 	 -75.4972
26.9198 	 18.8048 	 15.0331 	 2.81264 	 -14.1441 	 0.188092 	 -75.5378
26.9248 	 18.8048 	 15.0338 	 2.81541 	 -14.4032 	 0.19967 	 -75.5787
26.9299 	 18.8047 	 15.0346 	 2.81822 	 -14.6621 	 0.211081 	 -75.62
26.935 	 18.8047 	 15.0355 	 2.82108 	 -14.921 	 0.222296 	 -75.6616
26.9402 	 18.8047 	 15.0363 	 2.82397 	 -15.1797 	 0.233284 	 -75.7036
26.9453 	 18.8048 	 15.0371 	 2.8269 	 -15.4383 	 0.244038 	 -75.7459
26.9505 	 18.8049 	 15.0379 	 2.82987 	 -15.6968 	 0.25457 	 -75.7886
26.9557 	 18.805 	 15.0387 	 2.83288 	 -15.9552 	 0.264894 	 -75.8317
26.961 	 18.8051 	 15.0395 	 2.83593 	 -16.2135 	 0.275018 	 -75.8753
26.9663 	 18.8053 	 15.0404 	 2.83902 	 -16.4717 	 0.284925 	 -75.9192
26.9716 	 18.8055 	 15.0412 	 2.84216 	 -16.7297 	 0.2946 	 -75.9636
