time 	 Ue [m/s] 	 Ve [m/s] 	 We [m/s] 	 Pe [rad/s] 	 Qe [rad/s] 	 Re [rad/s]
25.4242 	 0.273066 	 0.155444 	 -0.554823 	 0.228588 	 -0.780114 	 -0.000598176
25.4295 	 0.26687 	 0.154963 	 -0.557994 	 0.226903 	 -0.775148 	 -8.73714e-05
25.4348 	 0.260904 	 0.15444 	 -0.560354 	 0.225308 	 -0.769852 	 0.000280603
25.4402 	 0.254933 	 0.15384 	 -0.561885 	 0.223787 	 -0.764279 	 0.000583587
25.4456 	 0.248951 	 0.153261 	 -0.563413 	 0.222227 	 -0.758579 	 0.000871223
25.4511 	 0.242863 	 0.152744 	 -0.565596 	 0.220552 	 -0.752863 	 0.0011653
25.4566 	 0.236741 	 0.152251 	 -0.56829 	 0.21884 	 -0.747116 	 0.00146967
25.4621 	 0.230641 	 0.151768 	 -0.571106 	 0.217115 	 -0.741257 	 0.00174108
25.4677 	 0.224458 	 0.151321 	 -0.573681 	 0.215327 	 -0.735261 	 0.00200247
25.4733 	 0.218234 	 0.150934 	 -0.57569 	 0.213468 	 -0.729065 	 0.00224181
25.4789 	 0.211961 	 0.150574 	 -0.577025 	 0.21152 	 -0.72246 	 0.00246564
25.4846 	 0.205725 	 0.150182 	 -0.578213 	 0.209541 	 -0.715549 	 0.00265734
25.4904 	 0.199404 	 0.149687 	 -0.579799 	 0.207579 	 -0.708482 	 0.00286877
25.4962 	 0.192905 	 0.14919 	 -0.581968 	 0.205562 	 -0.701424 	 0.00308332
25.502 	 0.186332 	 0.148764 	 -0.584291 	 0.203447 	 -0.694333 	 0.00331915
25.5079 	 0.179613 	 0.14835 	 -0.586477 	 0.201258 	 -0.687106 	 0.0035662
25.5139 	 0.172684 	 0.147885 	 -0.588309 	 0.199038 	 -0.679704 	 0.00382377
25.5199 	 0.166092 	 0.147604 	 -0.589247 	 0.196589 	 -0.671838 	 0.00412553
25.526 	 0.160123 	 0.147441 	 -0.589858 	 0.194187 	 -0.663459 	 0.00431403
25.5322 	 0.154218 	 0.147303 	 -0.590982 	 0.19177 	 -0.654866 	 0.00441738
25.5384 	 0.148343 	 0.147224 	 -0.592215 	 0.189325 	 -0.646199 	 0.00445098
25.5447 	 0.142393 	 0.147127 	 -0.593416 	 0.186881 	 -0.637403 	 0.00441269
25.5511 	 0.136868 	 0.146946 	 -0.593455 	 0.184548 	 -0.62784 	 0.00412893
25.5576 	 0.131386 	 0.146612 	 -0.592828 	 0.182347 	 -0.617748 	 0.00366181
25.5642 	 0.125708 	 0.146203 	 -0.592288 	 0.18014 	 -0.607519 	 0.00318753
25.5708 	 0.119735 	 0.14573 	 -0.592253 	 0.177883 	 -0.597312 	 0.00276114
25.5776 	 0.113327 	 0.145272 	 -0.592974 	 0.175463 	 -0.58717 	 0.0024158
25.5845 	 0.106944 	 0.144938 	 -0.593492 	 0.172889 	 -0.576691 	 0.00202238
25.5914 	 0.100244 	 0.144624 	 -0.593823 	 0.170138 	 -0.565947 	 0.00163983
25.5985 	 0.0934408 	 0.144295 	 -0.593487 	 0.167306 	 -0.554783 	 0.00129338
25.6058 	 0.0868988 	 0.143999 	 -0.592517 	 0.164452 	 -0.542986 	 0.000857079
25.6131 	 0.0803136 	 0.143682 	 -0.591846 	 0.161597 	 -0.530856 	 0.000343375
25.6206 	 0.0734501 	 0.143323 	 -0.591737 	 0.1587 	 -0.518567 	 -0.000174595
25.6283 	 0.0662215 	 0.142944 	 -0.591979 	 0.155659 	 -0.506084 	 -0.000664136
25.6361 	 0.0586236 	 0.142576 	 -0.592072 	 0.152411 	 -0.493272 	 -0.00113952
25.6441 	 0.0507395 	 0.142182 	 -0.591541 	 0.148994 	 -0.479889 	 -0.00163436
25.6523 	 0.0428504 	 0.14169 	 -0.5902 	 0.145523 	 -0.465606 	 -0.00226619
25.6607 	 0.0352446 	 0.141151 	 -0.588218 	 0.142056 	 -0.450243 	 -0.00313915
25.6693 	 0.0277175 	 0.140616 	 -0.586225 	 0.138461 	 -0.43404 	 -0.00414802
25.6782 	 0.0196667 	 0.139984 	 -0.5851 	 0.134767 	 -0.417582 	 -0.00514856
25.6874 	 0.0112599 	 0.139421 	 -0.584181 	 0.130818 	 -0.400592 	 -0.00618608
25.697 	 0.00240472 	 0.138959 	 -0.583021 	 0.1265 	 -0.382931 	 -0.00723495
25.7068 	 -0.00702717 	 0.138547 	 -0.581253 	 0.121839 	 -0.364464 	 -0.00828506
25.7171 	 -0.0168303 	 0.138143 	 -0.578549 	 0.116913 	 -0.34489 	 -0.00935685
25.7279 	 -0.0269094 	 0.13766 	 -0.575199 	 0.111872 	 -0.324041 	 -0.0105064
25.7392 	 -0.0374017 	 0.137059 	 -0.571606 	 0.106738 	 -0.301886 	 -0.0117184
25.7511 	 -0.0484709 	 0.136387 	 -0.568083 	 0.101312 	 -0.27817 	 -0.0130014
25.7638 	 -0.0601905 	 0.135783 	 -0.564799 	 0.0953594 	 -0.252987 	 -0.0143413
25.7772 	 -0.071988 	 0.135154 	 -0.561348 	 0.0892668 	 -0.227676 	 -0.0156566
25.7906 	 -0.0836847 	 0.134614 	 -0.556863 	 0.082959 	 -0.202001 	 -0.0169934
25.8039 	 -0.0949541 	 0.134121 	 -0.551082 	 0.0767051 	 -0.17577 	 -0.0185591
25.8172 	 -0.106182 	 0.133635 	 -0.544847 	 0.0704172 	 -0.149372 	 -0.0202206
25.8305 	 -0.117663 	 0.133034 	 -0.53879 	 0.0641555 	 -0.123112 	 -0.0218043
25.8438 	 -0.129009 	 0.132423 	 -0.5326 	 0.0578668 	 -0.0967689 	 -0.0233871
25.857 	 -0.140356 	 0.131815 	 -0.526471 	 0.0514774 	 -0.070446 	 -0.0249572
25.8702 	 -0.151628 	 0.131212 	 -0.519868 	 0.0450339 	 -0.0440683 	 -0.0265107
25.8833 	 -0.162698 	 0.130618 	 -0.512678 	 0.0386339 	 -0.0177175 	 -0.0280857
25.8964 	 -0.173532 	 0.130049 	 -0.50512 	 0.0322467 	 0.00857775 	 -0.0297142
25.9094 	 -0.183918 	 0.129626 	 -0.497053 	 0.0257984 	 0.0349296 	 -0.0313791
25.9224 	 -0.193883 	 0.129264 	 -0.488827 	 0.0194832 	 0.0611538 	 -0.0330661
25.9354 	 -0.203655 	 0.128957 	 -0.480516 	 0.0131783 	 0.0872286 	 -0.0347577
25.9483 	 -0.213093 	 0.128715 	 -0.472306 	 0.00688541 	 0.113125 	 -0.0364362
25.9612 	 -0.222105 	 0.128547 	 -0.463812 	 0.000607201 	 0.138971 	 -0.0381636
25.9741 	 -0.230833 	 0.128416 	 -0.454695 	 -0.0056618 	 0.164813 	 -0.0399341
25.987 	 -0.239377 	 0.12834 	 -0.445449 	 -0.0119553 	 0.190499 	 -0.0417101
25.9998 	 -0.247677 	 0.128244 	 -0.436167 	 -0.0181545 	 0.216067 	 -0.0434819
26.0127 	 -0.255747 	 0.128184 	 -0.426711 	 -0.0243512 	 0.241536 	 -0.0452563
26.0255 	 -0.263568 	 0.128114 	 -0.417173 	 -0.0304824 	 0.266842 	 -0.0470233
26.0383 	 -0.271181 	 0.128059 	 -0.407247 	 -0.0365626 	 0.292029 	 -0.0488079
26.0511 	 -0.278655 	 0.128063 	 -0.396918 	 -0.0426932 	 0.31704 	 -0.0505819
26.0639 	 -0.28589 	 0.128076 	 -0.386339 	 -0.0487639 	 0.341811 	 -0.0523331
26.0767 	 -0.292727 	 0.128074 	 -0.375553 	 -0.0547125 	 0.366454 	 -0.0540271
26.0895 	 -0.299228 	 0.128078 	 -0.364612 	 -0.0605863 	 0.390908 	 -0.0557112
26.1023 	 -0.305403 	 0.128099 	 -0.353357 	 -0.0663657 	 0.414867 	 -0.0573537
26.1149 	 -0.310992 	 0.12814 	 -0.342494 	 -0.0717457 	 0.437026 	 -0.0589296
26.1267 	 -0.31604 	 0.128188 	 -0.332419 	 -0.0766904 	 0.457563 	 -0.0604669
26.1379 	 -0.3205 	 0.128364 	 -0.322681 	 -0.0814493 	 0.47685 	 -0.06197
26.1484 	 -0.324557 	 0.128546 	 -0.313178 	 -0.0859366 	 0.495016 	 -0.0634314
26.1585 	 -0.328304 	 0.128726 	 -0.303902 	 -0.0902028 	 0.512254 	 -0.0647971
26.1682 	 -0.331809 	 0.128904 	 -0.29478 	 -0.0942885 	 0.52867 	 -0.0660849
26.1775 	 -0.335036 	 0.129087 	 -0.285727 	 -0.0982067 	 0.544348 	 -0.0673101
26.1866 	 -0.33803 	 0.129263 	 -0.276612 	 -0.102015 	 0.559447 	 -0.0684983
26.1953 	 -0.340811 	 0.129383 	 -0.267831 	 -0.105599 	 0.573875 	 -0.0696482
26.2038 	 -0.343318 	 0.129501 	 -0.259475 	 -0.10897 	 0.587704 	 -0.0707562
26.212 	 -0.345618 	 0.129645 	 -0.251424 	 -0.112181 	 0.600986 	 -0.071833
26.22 	 -0.347766 	 0.129808 	 -0.243543 	 -0.115275 	 0.613809 	 -0.0728702
26.2279 	 -0.349802 	 0.130041 	 -0.235728 	 -0.118385 	 0.626131 	 -0.0739146
26.2355 	 -0.35179 	 0.130341 	 -0.22745 	 -0.121534 	 0.638014 	 -0.074994
26.243 	 -0.353527 	 0.130626 	 -0.219237 	 -0.124568 	 0.649576 	 -0.0760953
26.2503 	 -0.355012 	 0.130865 	 -0.211248 	 -0.127433 	 0.66085 	 -0.077162
26.2575 	 -0.356365 	 0.131011 	 -0.203663 	 -0.130056 	 0.67176 	 -0.078166
26.2646 	 -0.357779 	 0.131134 	 -0.196315 	 -0.132603 	 0.682199 	 -0.0791199
26.2715 	 -0.359269 	 0.131307 	 -0.188852 	 -0.135174 	 0.692182 	 -0.0800726
26.2784 	 -0.360678 	 0.131543 	 -0.181473 	 -0.13774 	 0.701771 	 -0.081023
26.2851 	 -0.36172 	 0.131847 	 -0.174299 	 -0.140234 	 0.711091 	 -0.0819171
26.2917 	 -0.362423 	 0.132138 	 -0.167527 	 -0.142565 	 0.7202 	 -0.0827684
26.2982 	 -0.362752 	 0.132499 	 -0.160586 	 -0.144899 	 0.729205 	 -0.0835645
26.3047 	 -0.362903 	 0.1329 	 -0.153418 	 -0.147277 	 0.738066 	 -0.0844057
26.311 	 -0.363092 	 0.133249 	 -0.146279 	 -0.149584 	 0.746764 	 -0.0852373
26.3173 	 -0.363334 	 0.13356 	 -0.139515 	 -0.151842 	 0.755218 	 -0.0860246
26.3235 	 -0.363603 	 0.133842 	 -0.132708 	 -0.154001 	 0.763307 	 -0.0867922
26.3296 	 -0.36391 	 0.134126 	 -0.126046 	 -0.156131 	 0.770987 	 -0.0875875
26.3357 	 -0.364139 	 0.134407 	 -0.119259 	 -0.158217 	 0.778533 	 -0.0883747
26.3416 	 -0.364208 	 0.134685 	 -0.112541 	 -0.160214 	 0.78595 	 -0.0891396
26.3476 	 -0.364092 	 0.134977 	 -0.105858 	 -0.162143 	 0.7932 	 -0.0898361
26.3534 	 -0.363826 	 0.135278 	 -0.0992068 	 -0.164032 	 0.800313 	 -0.0904575
26.3592 	 -0.363604 	 0.135614 	 -0.092574 	 -0.165959 	 0.807127 	 -0.0911263
26.3649 	 -0.363246 	 0.135969 	 -0.085988 	 -0.16782 	 0.813687 	 -0.0918056
26.3706 	 -0.362836 	 0.136317 	 -0.0793952 	 -0.169639 	 0.820105 	 -0.092486
26.3763 	 -0.362465 	 0.136667 	 -0.0727993 	 -0.171454 	 0.826284 	 -0.0931946
26.3819 	 -0.36213 	 0.137017 	 -0.0660214 	 -0.173243 	 0.832282 	 -0.093923
26.3874 	 -0.361723 	 0.137374 	 -0.0592643 	 -0.174993 	 0.838123 	 -0.0946631
26.3929 	 -0.36128 	 0.137728 	 -0.0526698 	 -0.176685 	 0.843745 	 -0.0953849
26.3984 	 -0.360657 	 0.138096 	 -0.0462933 	 -0.178335 	 0.849331 	 -0.096082
26.4038 	 -0.359966 	 0.138415 	 -0.0401175 	 -0.179871 	 0.854825 	 -0.0967441
26.4092 	 -0.359059 	 0.138754 	 -0.0338882 	 -0.181349 	 0.8603 	 -0.0973878
26.4145 	 -0.358103 	 0.139077 	 -0.0276839 	 -0.182726 	 0.865517 	 -0.0980108
26.4198 	 -0.357053 	 0.139478 	 -0.021417 	 -0.184126 	 0.870449 	 -0.0986456
26.4251 	 -0.356164 	 0.139874 	 -0.0150818 	 -0.185545 	 0.875135 	 -0.0992987
26.4303 	 -0.355066 	 0.14028 	 -0.00873945 	 -0.186947 	 0.879821 	 -0.0999272
26.4355 	 -0.353707 	 0.14071 	 -0.00251632 	 -0.188286 	 0.884531 	 -0.100506
26.4407 	 -0.352242 	 0.141103 	 0.00350748 	 -0.189536 	 0.889136 	 -0.101056
26.4459 	 -0.350817 	 0.141453 	 0.00940963 	 -0.190729 	 0.893622 	 -0.101599
26.451 	 -0.349458 	 0.141814 	 0.0153652 	 -0.191945 	 0.897959 	 -0.102138
26.4561 	 -0.348126 	 0.142192 	 0.0215119 	 -0.193172 	 0.902154 	 -0.10269
26.4611 	 -0.346617 	 0.142629 	 0.0280178 	 -0.194454 	 0.906293 	 -0.103217
26.4662 	 -0.345121 	 0.14299 	 0.034384 	 -0.195646 	 0.910248 	 -0.103741
26.4712 	 -0.343646 	 0.143278 	 0.0403647 	 -0.196719 	 0.914034 	 -0.104274
26.4762 	 -0.342154 	 0.143561 	 0.0462957 	 -0.197747 	 0.917695 	 -0.104795
26.4811 	 -0.340716 	 0.143922 	 0.0524817 	 -0.198864 	 0.921089 	 -0.105318
26.4861 	 -0.339321 	 0.144315 	 0.0589245 	 -0.200011 	 0.924264 	 -0.10586
26.491 	 -0.337864 	 0.144666 	 0.0654115 	 -0.201076 	 0.927428 	 -0.106359
26.4959 	 -0.33613 	 0.144965 	 0.0713514 	 -0.201994 	 0.930648 	 -0.106833
26.5008 	 -0.334413 	 0.145183 	 0.0769901 	 -0.202796 	 0.933702 	 -0.107282
26.5056 	 -0.332682 	 0.145413 	 0.0827189 	 -0.203613 	 0.936659 	 -0.107717
26.5105 	 -0.330775 	 0.145767 	 0.0887627 	 -0.204573 	 0.939674 	 -0.108114
26.5153 	 -0.32879 	 0.146185 	 0.0951298 	 -0.20559 	 0.942654 	 -0.108503
26.5201 	 -0.326697 	 0.146617 	 0.101554 	 -0.206609 	 0.945611 	 -0.108899
26.5249 	 -0.324584 	 0.146969 	 0.107589 	 -0.207474 	 0.948376 	 -0.109312
26.5297 	 -0.322642 	 0.147197 	 0.11307 	 -0.208155 	 0.950912 	 -0.109773
26.5344 	 -0.320733 	 0.14739 	 0.118425 	 -0.208774 	 0.953315 	 -0.110266
26.5392 	 -0.318697 	 0.147588 	 0.124071 	 -0.209395 	 0.955722 	 -0.110794
26.5439 	 -0.316571 	 0.147785 	 0.130061 	 -0.209978 	 0.958086 	 -0.111318
26.5486 	 -0.314342 	 0.148033 	 0.136214 	 -0.210597 	 0.960415 	 -0.111839
26.5534 	 -0.312046 	 0.148302 	 0.142205 	 -0.211194 	 0.962648 	 -0.112342
26.558 	 -0.309745 	 0.148549 	 0.147974 	 -0.211757 	 0.964759 	 -0.112798
26.5627 	 -0.307378 	 0.148811 	 0.15361 	 -0.212317 	 0.966804 	 -0.113223
26.5674 	 -0.304966 	 0.149086 	 0.159383 	 -0.212887 	 0.968786 	 -0.11364
26.5721 	 -0.302444 	 0.149399 	 0.165026 	 -0.213442 	 0.970613 	 -0.114063
26.5767 	 -0.299906 	 0.149685 	 0.170417 	 -0.213969 	 0.972316 	 -0.114522
26.5814 	 -0.297342 	 0.149982 	 0.175734 	 -0.214481 	 0.973885 	 -0.114976
26.586 	 -0.294708 	 0.150284 	 0.181191 	 -0.214979 	 0.975419 	 -0.11542
26.5906 	 -0.292019 	 0.150605 	 0.187126 	 -0.21552 	 0.976958 	 -0.115857
26.5952 	 -0.289491 	 0.150847 	 0.19306 	 -0.216017 	 0.978468 	 -0.116296
26.5998 	 -0.286911 	 0.151087 	 0.198812 	 -0.216484 	 0.979893 	 -0.116746
26.6044 	 -0.284479 	 0.15124 	 0.204316 	 -0.216857 	 0.981189 	 -0.117178
26.609 	 -0.281999 	 0.151385 	 0.209646 	 -0.217192 	 0.982363 	 -0.117601
26.6136 	 -0.279404 	 0.151511 	 0.214883 	 -0.217471 	 0.983396 	 -0.118023
26.6182 	 -0.276751 	 0.151608 	 0.220279 	 -0.217699 	 0.984355 	 -0.118453
26.6227 	 -0.274023 	 0.15165 	 0.22572 	 -0.217848 	 0.985255 	 -0.118905
26.6273 	 -0.271268 	 0.151708 	 0.231304 	 -0.218022 	 0.986089 	 -0.119349
26.6318 	 -0.268351 	 0.151818 	 0.236869 	 -0.21827 	 0.98692 	 -0.119787
26.6364 	 -0.265424 	 0.151974 	 0.2424 	 -0.218549 	 0.987646 	 -0.12021
26.6409 	 -0.262493 	 0.152154 	 0.24793 	 -0.218836 	 0.988257 	 -0.12063
26.6455 	 -0.259533 	 0.152308 	 0.253361 	 -0.219063 	 0.988814 	 -0.121055
26.65 	 -0.256637 	 0.152423 	 0.258615 	 -0.219223 	 0.989266 	 -0.121498
26.6546 	 -0.253624 	 0.152536 	 0.263825 	 -0.219337 	 0.989672 	 -0.121894
26.6591 	 -0.250385 	 0.15271 	 0.269134 	 -0.219447 	 0.989968 	 -0.122257
26.6636 	 -0.247031 	 0.152928 	 0.274616 	 -0.219585 	 0.990189 	 -0.122588
26.6681 	 -0.243405 	 0.153219 	 0.280207 	 -0.219728 	 0.990359 	 -0.122848
26.6727 	 -0.239755 	 0.153512 	 0.285742 	 -0.219855 	 0.990394 	 -0.123087
26.6772 	 -0.236191 	 0.153754 	 0.291134 	 -0.219929 	 0.990297 	 -0.123348
26.6817 	 -0.232476 	 0.154009 	 0.296266 	 -0.219977 	 0.990265 	 -0.123566
26.6862 	 -0.228797 	 0.154185 	 0.3014 	 -0.219954 	 0.990187 	 -0.123793
26.6908 	 -0.225254 	 0.154263 	 0.306658 	 -0.219874 	 0.989959 	 -0.124053
26.6953 	 -0.221572 	 0.154348 	 0.311855 	 -0.219781 	 0.989752 	 -0.124261
26.6998 	 -0.217714 	 0.154574 	 0.317363 	 -0.219803 	 0.989402 	 -0.12439
26.7043 	 -0.213923 	 0.154782 	 0.322712 	 -0.219771 	 0.9889 	 -0.124537
26.7088 	 -0.210215 	 0.154936 	 0.327864 	 -0.219669 	 0.988298 	 -0.12471
26.7134 	 -0.206466 	 0.155075 	 0.332864 	 -0.219521 	 0.987659 	 -0.124896
26.7179 	 -0.202713 	 0.155152 	 0.337743 	 -0.21926 	 0.986917 	 -0.125083
26.7224 	 -0.198908 	 0.155236 	 0.342703 	 -0.218982 	 0.9861 	 -0.125284
26.7269 	 -0.19505 	 0.155396 	 0.3479 	 -0.218816 	 0.985219 	 -0.125524
26.7315 	 -0.191324 	 0.155502 	 0.353524 	 -0.218674 	 0.984244 	 -0.12578
26.736 	 -0.18755 	 0.155627 	 0.359222 	 -0.218558 	 0.983235 	 -0.126044
26.7405 	 -0.183653 	 0.155756 	 0.364634 	 -0.218373 	 0.982164 	 -0.126306
26.7451 	 -0.17969 	 0.155846 	 0.369596 	 -0.218078 	 0.98104 	 -0.126551
26.7496 	 -0.175687 	 0.155906 	 0.374279 	 -0.217715 	 0.979834 	 -0.126812
26.7542 	 -0.171805 	 0.15591 	 0.379107 	 -0.217319 	 0.978462 	 -0.127082
26.7587 	 -0.168012 	 0.155899 	 0.384173 	 -0.21694 	 0.976885 	 -0.127401
26.7633 	 -0.164117 	 0.15596 	 0.389467 	 -0.216635 	 0.975267 	 -0.127718
26.7678 	 -0.160116 	 0.156045 	 0.394852 	 -0.216346 	 0.973694 	 -0.127979
26.7724 	 -0.156146 	 0.156079 	 0.400001 	 -0.215994 	 0.97214 	 -0.128152
26.777 	 -0.152187 	 0.156085 	 0.404746 	 -0.215545 	 0.97044 	 -0.128319
26.7816 	 -0.148298 	 0.156046 	 0.409447 	 -0.215022 	 0.968549 	 -0.128486
26.7862 	 -0.144437 	 0.156 	 0.414435 	 -0.214497 	 0.966475 	 -0.128717
26.7908 	 -0.140449 	 0.156052 	 0.419833 	 -0.214072 	 0.964283 	 -0.128989
26.7954 	 -0.136414 	 0.156103 	 0.425292 	 -0.213626 	 0.961972 	 -0.129298
26.8 	 -0.132312 	 0.156062 	 0.430227 	 -0.213044 	 0.959696 	 -0.129667
26.8046 	 -0.128072 	 0.156045 	 0.434751 	 -0.212444 	 0.957455 	 -0.130044
26.8092 	 -0.123634 	 0.156117 	 0.439218 	 -0.211893 	 0.95517 	 -0.130388
26.8139 	 -0.119058 	 0.156307 	 0.444033 	 -0.211443 	 0.95272 	 -0.13067
26.8185 	 -0.114655 	 0.15639 	 0.449289 	 -0.21091 	 0.950008 	 -0.130967
26.8232 	 -0.110367 	 0.156361 	 0.454608 	 -0.210255 	 0.947165 	 -0.131269
26.8279 	 -0.105935 	 0.156344 	 0.459534 	 -0.209566 	 0.944381 	 -0.13159
26.8326 	 -0.101411 	 0.156336 	 0.463809 	 -0.208832 	 0.9416 	 -0.13191
26.8373 	 -0.0968656 	 0.156383 	 0.468058 	 -0.208113 	 0.938702 	 -0.13223
26.842 	 -0.0923297 	 0.156508 	 0.472595 	 -0.207486 	 0.935636 	 -0.132533
26.8467 	 -0.0875051 	 0.156674 	 0.477701 	 -0.206877 	 0.932498 	 -0.132911
26.8515 	 -0.0827242 	 0.156761 	 0.482754 	 -0.206152 	 0.929246 	 -0.133318
26.8562 	 -0.0780698 	 0.156737 	 0.487359 	 -0.205279 	 0.925817 	 -0.133744
26.861 	 -0.0733201 	 0.156724 	 0.491665 	 -0.204399 	 0.922317 	 -0.134137
26.8658 	 -0.0683673 	 0.156762 	 0.496326 	 -0.203571 	 0.918799 	 -0.134474
26.8706 	 -0.0632961 	 0.156791 	 0.501417 	 -0.202734 	 0.915154 	 -0.134763
26.8754 	 -0.0582588 	 0.15673 	 0.506377 	 -0.201751 	 0.911326 	 -0.135075
26.8803 	 -0.0532202 	 0.15664 	 0.511215 	 -0.200721 	 0.907394 	 -0.135397
26.8852 	 -0.0483474 	 0.156457 	 0.515689 	 -0.199568 	 0.903208 	 -0.135775
26.89 	 -0.0433678 	 0.156351 	 0.520063 	 -0.198484 	 0.898896 	 -0.136167
26.8949 	 -0.0382663 	 0.156372 	 0.524564 	 -0.197531 	 0.894451 	 -0.13655
26.8999 	 -0.0329982 	 0.156486 	 0.529088 	 -0.196631 	 0.889983 	 -0.13687
26.9048 	 -0.0277858 	 0.156556 	 0.533563 	 -0.195666 	 0.88538 	 -0.137163
26.9098 	 -0.0224935 	 0.156577 	 0.537935 	 -0.194601 	 0.880777 	 -0.137412
26.9148 	 -0.0171277 	 0.156577 	 0.542166 	 -0.193429 	 0.876029 	 -0.137623
26.9198 	 -0.0118948 	 0.156514 	 0.546451 	 -0.192203 	 0.871025 	 -0.13786
26.9248 	 -0.0068363 	 0.15643 	 0.550732 	 -0.190978 	 0.865792 	 -0.138098
26.9299 	 -0.00175478 	 0.156374 	 0.555385 	 -0.189782 	 0.860283 	 -0.138338
26.935 	 0.00356207 	 0.156444 	 0.559892 	 -0.188673 	 0.854712 	 -0.138579
26.9402 	 0.00924204 	 0.156593 	 0.564157 	 -0.187591 	 0.849189 	 -0.138783
26.9453 	 0.0149649 	 0.15669 	 0.568112 	 -0.186443 	 0.843567 	 -0.139074
26.9505 	 0.0206948 	 0.156724 	 0.572044 	 -0.185204 	 0.83778 	 -0.139389
26.9557 	 0.0263865 	 0.156707 	 0.57592 	 -0.183907 	 0.831893 	 -0.139691
26.961 	 0.0319664 	 0.156642 	 0.580181 	 -0.182603 	 0.825745 	 -0.140009
26.9663 	 0.0376411 	 0.156588 	 0.584811 	 -0.1813 	 0.819417 	 -0.140254
26.9716 	 0.0434858 	 0.156522 	 0.589071 	 -0.17994 	 0.813087 	 -0.140495
26.977 	 0.0494727 	 0.15647 	 0.59286 	 -0.178546 	 0.806741 	 -0.140724
26.9824 	 0.0554469 	 0.156405 	 0.59634 	 -0.177115 	 0.800272 	 -0.140985
26.9879 	 0.0615393 	 0.156395 	 0.599925 	 -0.175748 	 0.793589 	 -0.141275
26.9934 	 0.0677913 	 0.156414 	 0.604064 	 -0.174388 	 0.786684 	 -0.141582
26.9989 	 0.074058 	 0.156468 	 0.608536 	 -0.173057 	 0.779563 	 -0.141872
27.0045 	 0.0801388 	 0.156379 	 0.612548 	 -0.171577 	 0.772278 	 -0.142151
27.0101 	 0.0860705 	 0.156132 	 0.616155 	 -0.169921 	 0.764869 	 -0.142413
27.0158 	 0.0922178 	 0.155911 	 0.619578 	 -0.168235 	 0.757447 	 -0.142623
27.0215 	 0.0987748 	 0.155747 	 0.622995 	 -0.166568 	 0.749996 	 -0.142867
27.0273 	 0.105319 	 0.155624 	 0.626494 	 -0.164942 	 0.742295 	 -0.143125
27.0331 	 0.111726 	 0.155497 	 0.630168 	 -0.163332 	 0.734255 	 -0.143398
27.039 	 0.118149 	 0.155423 	 0.6337 	 -0.161776 	 0.725989 	 -0.143677
27.0449 	 0.124736 	 0.155293 	 0.637177 	 -0.160136 	 0.717595 	 -0.144043
27.0509 	 0.131525 	 0.155157 	 0.640501 	 -0.158439 	 0.709108 	 -0.144395
27.057 	 0.138359 	 0.154923 	 0.643768 	 -0.156645 	 0.700325 	 -0.144756
27.0632 	 0.145371 	 0.15472 	 0.646984 	 -0.154866 	 0.691349 	 -0.145172
27.0694 	 0.152565 	 0.154624 	 0.650245 	 -0.153156 	 0.682119 	 -0.145557
27.0757 	 0.159987 	 0.154474 	 0.653641 	 -0.15138 	 0.672714 	 -0.145989
27.082 	 0.167437 	 0.154221 	 0.65706 	 -0.149507 	 0.663125 	 -0.146436
27.0885 	 0.174915 	 0.153944 	 0.660386 	 -0.147598 	 0.653348 	 -0.1469
27.095 	 0.182432 	 0.153704 	 0.663595 	 -0.145735 	 0.643378 	 -0.147342
27.1016 	 0.189909 	 0.153461 	 0.6665 	 -0.14387 	 0.633157 	 -0.147788
27.1084 	 0.197437 	 0.153189 	 0.669223 	 -0.141957 	 0.622693 	 -0.148247
27.1152 	 0.205049 	 0.15282 	 0.671739 	 -0.1399 	 0.611993 	 -0.148747
27.1221 	 0.212884 	 0.152524 	 0.674096 	 -0.137879 	 0.601059 	 -0.149261
27.1291 	 0.220806 	 0.152235 	 0.676571 	 -0.135845 	 0.589762 	 -0.149741
27.1363 	 0.228695 	 0.151891 	 0.679279 	 -0.13375 	 0.578042 	 -0.150191
27.1435 	 0.236644 	 0.151471 	 0.682244 	 -0.131556 	 0.565939 	 -0.150633
27.1509 	 0.244633 	 0.15101 	 0.685108 	 -0.129271 	 0.553451 	 -0.151088
27.1585 	 0.252859 	 0.150525 	 0.687725 	 -0.126901 	 0.540699 	 -0.151557
27.1662 	 0.261224 	 0.150034 	 0.690034 	 -0.124479 	 0.527627 	 -0.152045
27.1741 	 0.269715 	 0.149526 	 0.6921 	 -0.122003 	 0.514142 	 -0.15255
27.1821 	 0.278385 	 0.149045 	 0.694103 	 -0.119537 	 0.50018 	 -0.153035
27.1903 	 0.287237 	 0.148591 	 0.696085 	 -0.117069 	 0.485689 	 -0.153517
27.1988 	 0.296373 	 0.148161 	 0.698057 	 -0.11459 	 0.470743 	 -0.154004
27.2074 	 0.30576 	 0.147711 	 0.700016 	 -0.112036 	 0.455324 	 -0.154477
27.2163 	 0.315216 	 0.147185 	 0.701915 	 -0.109344 	 0.43928 	 -0.154916
27.2255 	 0.3248 	 0.14662 	 0.703098 	 -0.106558 	 0.422586 	 -0.155387
27.2349 	 0.334597 	 0.145977 	 0.703983 	 -0.103633 	 0.40514 	 -0.15587
27.2447 	 0.344658 	 0.145406 	 0.704709 	 -0.100677 	 0.386866 	 -0.156334
