time 	 Fx 	 Fy 	 Fz 	 Mx 	 My 	 Mz 	 Fx_p 	 Fy_p 	 Fz_p 	 Fx_v 	 Fy_v 	 Fz_v
2.10589 	 -1970.14 	 -2016.18 	 -8154.64 	 -182.213 	 6063.32 	 -3686.44 	 -1970.14 	 -2016.18 	 216828 	 0 	 0 	 0
2.11814 	 -2088.32 	 -1933.28 	 -9419.83 	 -244.847 	 5748.91 	 -3795.45 	 -2088.32 	 -1933.28 	 215563 	 0 	 0 	 0
2.13043 	 -2265.24 	 -1744.58 	 -11945.7 	 -585.528 	 5248.89 	 -4028.95 	 -2265.24 	 -1744.58 	 213037 	 0 	 0 	 0
2.14275 	 -2091.61 	 -1303.92 	 -14134.5 	 -729.683 	 7915.08 	 -4019.26 	 -2091.61 	 -1303.92 	 210848 	 0 	 0 	 0
2.15513 	 -2177.37 	 -938.418 	 -15991.6 	 -728.144 	 6883.07 	 -3325.84 	 -2177.37 	 -938.418 	 208991 	 0 	 0 	 0
2.16756 	 -2193.28 	 -798.248 	 -17383.2 	 -823.699 	 6025.43 	 -2896.67 	 -2193.28 	 -798.248 	 207600 	 0 	 0 	 0
2.18001 	 -2334.95 	 -546.619 	 -18011.5 	 -1061.61 	 3564.95 	 -2006.26 	 -2334.95 	 -546.619 	 206971 	 0 	 0 	 0
2.19248 	 -2420.59 	 -408.012 	 -18824.3 	 -1232.55 	 1339.04 	 -1239.44 	 -2420.59 	 -408.012 	 206159 	 0 	 0 	 0
2.20495 	 -2349.97 	 -292.806 	 -20596.9 	 -1366.51 	 1262.82 	 -1017.54 	 -2349.97 	 -292.806 	 204386 	 0 	 0 	 0
2.21744 	 -2143.31 	 -301.212 	 -22090.9 	 -1402.23 	 2469.19 	 -1066.93 	 -2143.31 	 -301.212 	 202892 	 0 	 0 	 0
2.22994 	 -2044.7 	 -361.365 	 -23606.9 	 -1450.74 	 2944.8 	 -1073.65 	 -2044.7 	 -361.365 	 201376 	 0 	 0 	 0
2.24245 	 -2110.85 	 -385.562 	 -25030.1 	 -1642.02 	 2950.13 	 -1030.96 	 -2110.85 	 -385.562 	 199953 	 0 	 0 	 0
2.25496 	 -2310.11 	 -307.236 	 -26239.7 	 -1733.86 	 1173.98 	 -1274.36 	 -2310.11 	 -307.236 	 198743 	 0 	 0 	 0
2.26748 	 -2488.18 	 -251.95 	 -27461.5 	 -1820.96 	 -970.572 	 -1291.35 	 -2488.18 	 -251.95 	 197521 	 0 	 0 	 0
2.28 	 -2523.02 	 -171.564 	 -28994.7 	 -1709.26 	 -2128.47 	 -1406.49 	 -2523.02 	 -171.564 	 195988 	 0 	 0 	 0
2.29253 	 -2623.15 	 40.2477 	 -30204.7 	 -1847.49 	 -3585.81 	 -1460.85 	 -2623.15 	 40.2477 	 194778 	 0 	 0 	 0
2.30507 	 -2754.12 	 86.6717 	 -30696.9 	 -1909.14 	 -5229.27 	 -1299.27 	 -2754.12 	 86.6717 	 194286 	 0 	 0 	 0
2.31763 	 -2631.87 	 136.963 	 -31961.9 	 -1972.55 	 -4684.74 	 -1074.26 	 -2631.87 	 136.963 	 193021 	 0 	 0 	 0
2.33018 	 -2547.67 	 153.898 	 -33015.5 	 -2113.08 	 -4617.65 	 -841.284 	 -2547.67 	 153.898 	 191967 	 0 	 0 	 0
2.34274 	 -2432.05 	 94.949 	 -33933.8 	 -2181.79 	 -4525.68 	 -595.793 	 -2432.05 	 94.949 	 191049 	 0 	 0 	 0
2.3553 	 -2466.05 	 60.82 	 -34705.1 	 -2180.73 	 -5582.47 	 -757.726 	 -2466.05 	 60.82 	 190278 	 0 	 0 	 0
2.36787 	 -2566.75 	 -37.1569 	 -35446.4 	 -2113.37 	 -7190.23 	 -981.525 	 -2566.75 	 -37.1569 	 189537 	 0 	 0 	 0
2.38046 	 -2616.14 	 -17.7932 	 -36513.8 	 -2246.41 	 -8382.39 	 -1174.19 	 -2616.14 	 -17.7932 	 188469 	 0 	 0 	 0
2.39305 	 -2794.28 	 -106.722 	 -37786.3 	 -2339.71 	 -10293.6 	 -1319.27 	 -2794.28 	 -106.722 	 187197 	 0 	 0 	 0
2.40567 	 -2799.29 	 -121.284 	 -38888 	 -2466.38 	 -10722.7 	 -1364.88 	 -2799.29 	 -121.284 	 186095 	 0 	 0 	 0
2.41829 	 -2833.21 	 -234.985 	 -39436.7 	 -2504.37 	 -11369.2 	 -1448.56 	 -2833.21 	 -234.985 	 185546 	 0 	 0 	 0
2.43092 	 -2848.19 	 -290.57 	 -39792.1 	 -2555.48 	 -11897.4 	 -1499.47 	 -2848.19 	 -290.57 	 185191 	 0 	 0 	 0
2.44356 	 -2836.3 	 -390.873 	 -40299.8 	 -2606.03 	 -12253.3 	 -1566.65 	 -2836.3 	 -390.873 	 184683 	 0 	 0 	 0
2.45622 	 -2788.42 	 -451.219 	 -41032 	 -2676.32 	 -12475.1 	 -1516.14 	 -2788.42 	 -451.219 	 183951 	 0 	 0 	 0
2.46889 	 -2778.19 	 -497.685 	 -41857.8 	 -2735.6 	 -13071.8 	 -1570.81 	 -2778.19 	 -497.685 	 183125 	 0 	 0 	 0
2.48158 	 -2768.45 	 -537.948 	 -42612.6 	 -2890.31 	 -13463.7 	 -1514.92 	 -2768.45 	 -537.948 	 182370 	 0 	 0 	 0
2.49429 	 -2783.26 	 -502.346 	 -42847.5 	 -3015.86 	 -14202.9 	 -1545.05 	 -2783.26 	 -502.346 	 182135 	 0 	 0 	 0
2.50701 	 -2817.84 	 -585.405 	 -43158.7 	 -2958.65 	 -14740.5 	 -1723.79 	 -2817.84 	 -585.405 	 181824 	 0 	 0 	 0
2.51974 	 -2734.54 	 -611.591 	 -43520 	 -2955.23 	 -14487.1 	 -1750.71 	 -2734.54 	 -611.591 	 181463 	 0 	 0 	 0
2.53248 	 -2669.02 	 -636.108 	 -44229.9 	 -3048.83 	 -14377.4 	 -1667.88 	 -2669.02 	 -636.108 	 180753 	 0 	 0 	 0
2.54524 	 -2682.33 	 -531.795 	 -44739.3 	 -3206.48 	 -14984.7 	 -1778.63 	 -2682.33 	 -531.795 	 180244 	 0 	 0 	 0
2.55802 	 -2688.93 	 -520.628 	 -45015.5 	 -3268.7 	 -15424.5 	 -1883.74 	 -2688.93 	 -520.628 	 179967 	 0 	 0 	 0
2.57082 	 -2733.23 	 -603.921 	 -45279.2 	 -3279.65 	 -16174.1 	 -2039.64 	 -2733.23 	 -603.921 	 179704 	 0 	 0 	 0
2.58363 	 -2803.45 	 -580.319 	 -45357.8 	 -3388.05 	 -17206.8 	 -1924.09 	 -2803.45 	 -580.319 	 179625 	 0 	 0 	 0
2.59645 	 -2843.51 	 -604.279 	 -45716.1 	 -3414.21 	 -17796.7 	 -1838.4 	 -2843.51 	 -604.279 	 179267 	 0 	 0 	 0
2.60929 	 -2855.68 	 -574.429 	 -45796.1 	 -3530.64 	 -18393.9 	 -1880.12 	 -2855.68 	 -574.429 	 179187 	 0 	 0 	 0
2.62214 	 -2868.49 	 -408.062 	 -45881.5 	 -3661.94 	 -18936.2 	 -1954.3 	 -2868.49 	 -408.062 	 179101 	 0 	 0 	 0
2.63502 	 -2880.93 	 -444.795 	 -45721.5 	 -3760.16 	 -19497.9 	 -1955.7 	 -2880.93 	 -444.795 	 179261 	 0 	 0 	 0
2.64791 	 -2879.05 	 -322.67 	 -45764.7 	 -3856.6 	 -19928.4 	 -2056.48 	 -2879.05 	 -322.67 	 179218 	 0 	 0 	 0
2.66082 	 -2868.19 	 -441.749 	 -45915.6 	 -3840.59 	 -20198.2 	 -2180.37 	 -2868.19 	 -441.749 	 179067 	 0 	 0 	 0
2.67375 	 -2934.09 	 -619.288 	 -45874.9 	 -3923.76 	 -21077.3 	 -2047.23 	 -2934.09 	 -619.288 	 179108 	 0 	 0 	 0
2.68669 	 -2963.22 	 -659.935 	 -45754.3 	 -4104.1 	 -21806.4 	 -1775.86 	 -2963.22 	 -659.935 	 179229 	 0 	 0 	 0
2.69965 	 -3009.16 	 -708.937 	 -45543.4 	 -4287.42 	 -22502 	 -1267.51 	 -3009.16 	 -708.937 	 179440 	 0 	 0 	 0
2.71263 	 -2953.61 	 -698.959 	 -45084.3 	 -4358.16 	 -22459.7 	 -1279.38 	 -2953.61 	 -698.959 	 179899 	 0 	 0 	 0
2.72562 	 -2957.21 	 -516.493 	 -44594.2 	 -4270.18 	 -22875.5 	 -1064.15 	 -2957.21 	 -516.493 	 180389 	 0 	 0 	 0
2.73864 	 -2891.91 	 -433.42 	 -44364.1 	 -4267.42 	 -22814.6 	 -1263.23 	 -2891.91 	 -433.42 	 180619 	 0 	 0 	 0
2.75167 	 -2900.46 	 -236.125 	 -44061.1 	 -4423.16 	 -23431.3 	 -1237.33 	 -2900.46 	 -236.125 	 180922 	 0 	 0 	 0
2.76473 	 -2929.58 	 -203.976 	 -43682.2 	 -4388.61 	 -24013.1 	 -1205.2 	 -2929.58 	 -203.976 	 181301 	 0 	 0 	 0
2.7778 	 -2984.59 	 -151.124 	 -43451.9 	 -4569.22 	 -24721.3 	 -929.523 	 -2984.59 	 -151.124 	 181531 	 0 	 0 	 0
2.7909 	 -3040.39 	 16.3961 	 -42955.1 	 -4803.36 	 -25611.9 	 -485.246 	 -3040.39 	 16.3961 	 182028 	 0 	 0 	 0
2.80402 	 -3061.65 	 98.2277 	 -42582.3 	 -4911.77 	 -26081.9 	 -382.815 	 -3061.65 	 98.2277 	 182401 	 0 	 0 	 0
2.81716 	 -3103.01 	 23.2978 	 -41908.1 	 -4952.56 	 -26527.9 	 -274.265 	 -3103.01 	 23.2978 	 183075 	 0 	 0 	 0
2.83031 	 -3113.49 	 -89.9436 	 -41123.4 	 -4932.24 	 -26667.5 	 -454.569 	 -3113.49 	 -89.9436 	 183860 	 0 	 0 	 0
2.84348 	 -3163.59 	 -90.2811 	 -40389.1 	 -4992.13 	 -27319 	 -278.606 	 -3163.59 	 -90.2811 	 184594 	 0 	 0 	 0
2.85666 	 -3181.98 	 21.0893 	 -39928.8 	 -5024.62 	 -27499.9 	 -404.919 	 -3181.98 	 21.0893 	 185054 	 0 	 0 	 0
2.86986 	 -3155.67 	 -24.6109 	 -39490.7 	 -5043.36 	 -27373.5 	 -462.275 	 -3155.67 	 -24.6109 	 185492 	 0 	 0 	 0
2.88308 	 -3160.74 	 -133.02 	 -38862 	 -5035.82 	 -27407.3 	 -581.544 	 -3160.74 	 -133.02 	 186121 	 0 	 0 	 0
2.89631 	 -3317.58 	 -285.994 	 -38155.6 	 -5067.61 	 -28476.2 	 -533.459 	 -3317.58 	 -285.994 	 186827 	 0 	 0 	 0
2.90956 	 -3376.07 	 -308.176 	 -37239.3 	 -5247.93 	 -29075 	 -259.524 	 -3376.07 	 -308.176 	 187744 	 0 	 0 	 0
2.92283 	 -3398.13 	 -234.658 	 -36219.9 	 -5382.21 	 -29343.7 	 -45.2369 	 -3398.13 	 -234.658 	 188763 	 0 	 0 	 0
2.93612 	 -3460.92 	 -298.607 	 -35233.8 	 -5435.38 	 -29698.4 	 143.936 	 -3460.92 	 -298.607 	 189749 	 0 	 0 	 0
2.94942 	 -3488.74 	 -407.669 	 -34498.3 	 -5460.64 	 -29575.5 	 97.0384 	 -3488.74 	 -407.669 	 190485 	 0 	 0 	 0
2.96274 	 -3501.88 	 -575.412 	 -33996.6 	 -5435.35 	 -29438.6 	 -113.934 	 -3501.88 	 -575.412 	 190986 	 0 	 0 	 0
2.97607 	 -3516.8 	 -810.502 	 -33387.1 	 -5403.51 	 -29345.9 	 -148.331 	 -3516.8 	 -810.502 	 191596 	 0 	 0 	 0
2.98942 	 -3597.52 	 -871.434 	 -32680.8 	 -5541.37 	 -29899.6 	 -104.695 	 -3597.52 	 -871.434 	 192302 	 0 	 0 	 0
3.00279 	 -3687.21 	 -917.184 	 -31475.1 	 -5581.49 	 -30379.8 	 -122.613 	 -3687.21 	 -917.184 	 193508 	 0 	 0 	 0
3.01617 	 -3705.41 	 -861.191 	 -30502.9 	 -5541.85 	 -29948.7 	 -176.204 	 -3705.41 	 -861.191 	 194480 	 0 	 0 	 0
3.02958 	 -3709.63 	 -881.201 	 -29447.3 	 -5585.86 	 -29483 	 125.47 	 -3709.63 	 -881.201 	 195536 	 0 	 0 	 0
3.043 	 -3731.73 	 -932.171 	 -28543.6 	 -5533.33 	 -29238.7 	 -7.20908 	 -3731.73 	 -932.171 	 196439 	 0 	 0 	 0
3.05643 	 -3797.23 	 -937.816 	 -27625.3 	 -5444.41 	 -29360.5 	 -204.19 	 -3797.23 	 -937.816 	 197358 	 0 	 0 	 0
3.06988 	 -3918.01 	 -956.35 	 -26736.1 	 -5462.02 	 -29504.4 	 -3.69824 	 -3918.01 	 -956.35 	 198247 	 0 	 0 	 0
3.08334 	 -4011.66 	 -869.221 	 -25695.2 	 -5577.27 	 -29486.7 	 85.9816 	 -4011.66 	 -869.221 	 199288 	 0 	 0 	 0
3.09682 	 -4113.05 	 -713.77 	 -24489.6 	 -5704.32 	 -29676.5 	 -74.2544 	 -4113.05 	 -713.77 	 200493 	 0 	 0 	 0
3.11032 	 -4178.4 	 -832.922 	 -23243 	 -5520.14 	 -29535.1 	 -422.451 	 -4178.4 	 -832.922 	 201740 	 0 	 0 	 0
3.12383 	 -4230.28 	 -890.121 	 -22311 	 -5403.78 	 -29224.4 	 -651.692 	 -4230.28 	 -890.121 	 202672 	 0 	 0 	 0
3.13736 	 -4261.32 	 -749.783 	 -21522.1 	 -5375.62 	 -28401 	 -615.35 	 -4261.32 	 -749.783 	 203461 	 0 	 0 	 0
3.15092 	 -4273.88 	 -666.535 	 -20519.6 	 -5361.37 	 -27520.3 	 -478.81 	 -4273.88 	 -666.535 	 204463 	 0 	 0 	 0
3.16449 	 -4278.95 	 -469.975 	 -19294.6 	 -5473 	 -27005.7 	 -663.333 	 -4278.95 	 -469.975 	 205688 	 0 	 0 	 0
3.17809 	 -4349.88 	 -276.816 	 -17763.1 	 -5577.66 	 -27110.5 	 -1058.78 	 -4349.88 	 -276.816 	 207220 	 0 	 0 	 0
3.1917 	 -4464.16 	 -196.796 	 -16274.8 	 -5476.68 	 -27091.6 	 -1428.41 	 -4464.16 	 -196.796 	 208708 	 0 	 0 	 0
3.20533 	 -4485.74 	 -372.22 	 -14979.3 	 -5305.49 	 -26151.1 	 -1448.87 	 -4485.74 	 -372.22 	 210004 	 0 	 0 	 0
3.21898 	 -4453.61 	 -339.961 	 -14127.5 	 -5134.62 	 -24941.3 	 -1656.86 	 -4453.61 	 -339.961 	 210855 	 0 	 0 	 0
3.23261 	 -4296.75 	 -351.806 	 -13203.3 	 -4947.29 	 -22986.3 	 -1479.13 	 -4296.75 	 -351.806 	 211780 	 0 	 0 	 0
3.24624 	 -4145.27 	 -342.255 	 -12335.5 	 -4696.32 	 -21317.8 	 -1485.04 	 -4145.27 	 -342.255 	 212647 	 0 	 0 	 0
3.25986 	 -4213.67 	 -32.4629 	 -11159.2 	 -4504.06 	 -20740.4 	 -1904.84 	 -4213.67 	 -32.4629 	 213824 	 0 	 0 	 0
3.27348 	 -4170.72 	 298.146 	 -9565.78 	 -4539.94 	 -19672.8 	 -1906.64 	 -4170.72 	 298.146 	 215417 	 0 	 0 	 0
3.2871 	 -4069.42 	 469.912 	 -7796.93 	 -4590.34 	 -18355.9 	 -1491.06 	 -4069.42 	 469.912 	 217186 	 0 	 0 	 0
3.30071 	 -3936.31 	 330.092 	 -6255.67 	 -4450.78 	 -16733.2 	 -1086.31 	 -3936.31 	 330.092 	 218727 	 0 	 0 	 0
3.31432 	 -3848.85 	 315.403 	 -5490.57 	 -4250.5 	 -15241.4 	 -1511.78 	 -3848.85 	 315.403 	 219492 	 0 	 0 	 0
3.32794 	 -3786.55 	 414.304 	 -4832.51 	 -4082.34 	 -13613.2 	 -1941.24 	 -3786.55 	 414.304 	 220150 	 0 	 0 	 0
3.34156 	 -3755.72 	 366.16 	 -4005.12 	 -3933.01 	 -11862.7 	 -1654.44 	 -3755.72 	 366.16 	 220978 	 0 	 0 	 0
3.35519 	 -3877.35 	 344.297 	 -2887.57 	 -3778.02 	 -11168 	 -1747.14 	 -3877.35 	 344.297 	 222095 	 0 	 0 	 0
3.36883 	 -3808.09 	 -32.6077 	 -860.717 	 -3569.72 	 -9382.83 	 -912.519 	 -3808.09 	 -32.6077 	 224122 	 0 	 0 	 0
3.38249 	 -3808.41 	 -132.795 	 839.562 	 -3342.88 	 -8164.33 	 -645.807 	 -3808.41 	 -132.795 	 225822 	 0 	 0 	 0
3.39617 	 -3625.21 	 -345.05 	 2507.79 	 -3105.09 	 -5856.21 	 -245.872 	 -3625.21 	 -345.05 	 227491 	 0 	 0 	 0
3.40987 	 -3414.14 	 -365.192 	 3474.33 	 -2851.56 	 -3804.67 	 -504.744 	 -3414.14 	 -365.192 	 228457 	 0 	 0 	 0
3.42359 	 -3087.09 	 -135.327 	 4208.16 	 -2704.94 	 -860.8 	 -622.142 	 -3087.09 	 -135.327 	 229191 	 0 	 0 	 0
3.43734 	 -2590.51 	 335.004 	 5419.64 	 -2483.19 	 2509.14 	 -1824.39 	 -2590.51 	 335.004 	 230403 	 0 	 0 	 0
3.45112 	 -2345.32 	 661.231 	 6927.89 	 -2221.53 	 4623.36 	 -2800.62 	 -2345.32 	 661.231 	 231911 	 0 	 0 	 0
3.46493 	 -2417.23 	 367.144 	 8562.63 	 -1898.72 	 5624.06 	 -2051.06 	 -2417.23 	 367.144 	 233546 	 0 	 0 	 0
3.47877 	 -1795.67 	 23.3723 	 10829.5 	 -1550.62 	 8992.25 	 -1204.76 	 -1795.67 	 23.3723 	 235812 	 0 	 0 	 0
3.49264 	 -1736.85 	 7.22906 	 11837.9 	 -1325.61 	 10211.8 	 -1345.96 	 -1736.85 	 7.22906 	 236821 	 0 	 0 	 0
3.50655 	 -1542.91 	 -92.2266 	 12769.2 	 -1117.15 	 12350.6 	 -868.953 	 -1542.91 	 -92.2266 	 237752 	 0 	 0 	 0
3.52049 	 -923.57 	 -144.856 	 14033.6 	 -754.935 	 16604.2 	 -463.597 	 -923.57 	 -144.856 	 239016 	 0 	 0 	 0
3.53448 	 -588.917 	 135.095 	 15026.5 	 -516.944 	 19552 	 -1304.06 	 -588.917 	 135.095 	 240009 	 0 	 0 	 0
3.54849 	 -273.978 	 65.9054 	 16747.3 	 -243.504 	 22391.7 	 -1115.96 	 -273.978 	 65.9054 	 241730 	 0 	 0 	 0
3.56252 	 -88.396 	 354.489 	 18481 	 -67.8282 	 23799.9 	 -1936.95 	 -88.396 	 354.489 	 243464 	 0 	 0 	 0
3.57657 	 666.196 	 379.402 	 20046.3 	 122.562 	 27753.8 	 -1716.95 	 666.196 	 379.402 	 245029 	 0 	 0 	 0
3.59064 	 1531.5 	 151.356 	 21460.4 	 519.18 	 32557.3 	 -1006.68 	 1531.5 	 151.356 	 246443 	 0 	 0 	 0
3.60473 	 1983.7 	 -2.80169 	 22034.9 	 1112.88 	 35174.4 	 -943.561 	 1983.7 	 -2.80169 	 247018 	 0 	 0 	 0
3.61884 	 2447.62 	 -307.167 	 22984.1 	 1533.48 	 37266.5 	 -820.895 	 2447.62 	 -307.167 	 247967 	 0 	 0 	 0
3.63298 	 1937.26 	 -1043.83 	 23601.2 	 1869.64 	 35584.1 	 253.363 	 1937.26 	 -1043.83 	 248584 	 0 	 0 	 0
3.6471 	 1175.9 	 -1218.58 	 23802 	 2241.09 	 33271.1 	 914.058 	 1175.9 	 -1218.58 	 248785 	 0 	 0 	 0
3.6612 	 709.363 	 -1267.82 	 24525.9 	 2514.72 	 33669.4 	 858.289 	 709.363 	 -1267.82 	 249509 	 0 	 0 	 0
3.67529 	 770.921 	 -1267.59 	 25510.5 	 2900.35 	 37000.6 	 595.104 	 770.921 	 -1267.59 	 250493 	 0 	 0 	 0
3.68936 	 1165.12 	 -1011.93 	 27056.2 	 3380.96 	 41687.7 	 30.3294 	 1165.12 	 -1011.93 	 252039 	 0 	 0 	 0
3.70339 	 1225.25 	 -1178.59 	 27850.8 	 3635 	 43480.5 	 594.873 	 1225.25 	 -1178.59 	 252834 	 0 	 0 	 0
3.71736 	 860.143 	 -781.191 	 27628.5 	 3577.02 	 41588.9 	 23.3885 	 860.143 	 -781.191 	 252611 	 0 	 0 	 0
3.73126 	 441.677 	 -830.438 	 27347.8 	 3407.46 	 39414.7 	 809.953 	 441.677 	 -830.438 	 252331 	 0 	 0 	 0
3.74509 	 170.61 	 -891.306 	 27510 	 3383.44 	 38356.4 	 1453.67 	 170.61 	 -891.306 	 252493 	 0 	 0 	 0
3.75889 	 206.951 	 -866.428 	 27989.8 	 3587.55 	 39174.5 	 886.548 	 206.951 	 -866.428 	 252973 	 0 	 0 	 0
3.77267 	 731.363 	 -961.154 	 29435.3 	 4133.38 	 43057.5 	 1580.28 	 731.363 	 -961.154 	 254418 	 0 	 0 	 0
3.78643 	 932.414 	 -595.523 	 29998.4 	 4279.99 	 44908.3 	 1230.96 	 932.414 	 -595.523 	 254981 	 0 	 0 	 0
3.80017 	 971.904 	 -675.55 	 30146 	 4486.9 	 44512.2 	 1382.42 	 971.904 	 -675.55 	 255129 	 0 	 0 	 0
3.81388 	 1054.76 	 -403.212 	 29823.3 	 4571.65 	 43543.5 	 1042.14 	 1054.76 	 -403.212 	 254806 	 0 	 0 	 0
3.82754 	 1184.72 	 -358.35 	 29881.9 	 4774.11 	 42981.5 	 1310.29 	 1184.72 	 -358.35 	 254865 	 0 	 0 	 0
3.84113 	 1470.7 	 -123.504 	 30023.2 	 4887.11 	 43061.9 	 950.773 	 1470.7 	 -123.504 	 255006 	 0 	 0 	 0
3.85468 	 1594.03 	 318.345 	 30329.9 	 5002.35 	 42705.2 	 -283.814 	 1594.03 	 318.345 	 255313 	 0 	 0 	 0
3.86822 	 1859.11 	 757.057 	 30544.2 	 5132.03 	 42980.1 	 -721.157 	 1859.11 	 757.057 	 255527 	 0 	 0 	 0
3.88175 	 2148.22 	 1372.8 	 30514.2 	 5076.63 	 43345.4 	 -2265.54 	 2148.22 	 1372.8 	 255497 	 0 	 0 	 0
3.8953 	 2326.42 	 1426.71 	 30290.9 	 5138.93 	 43375 	 -2311.41 	 2326.42 	 1426.71 	 255274 	 0 	 0 	 0
3.90883 	 2452.79 	 1377.45 	 30220.4 	 5239.87 	 43114.7 	 -2200.2 	 2452.79 	 1377.45 	 255203 	 0 	 0 	 0
3.9223 	 2731.83 	 1135.97 	 30396.9 	 5529.1 	 43569.2 	 -1137.37 	 2731.83 	 1135.97 	 255380 	 0 	 0 	 0
3.93571 	 2704.34 	 945.047 	 30639.5 	 5656.04 	 42905 	 -798.124 	 2704.34 	 945.047 	 255622 	 0 	 0 	 0
3.94905 	 2790.98 	 1053.36 	 30792.5 	 5724.82 	 42125.5 	 -1266.72 	 2790.98 	 1053.36 	 255775 	 0 	 0 	 0
3.96232 	 3157.92 	 1374.71 	 30727.3 	 5794.07 	 42631.6 	 -1559.86 	 3157.92 	 1374.71 	 255710 	 0 	 0 	 0
3.97553 	 3340.89 	 1600.12 	 30512.5 	 5880.77 	 42738 	 -2100.38 	 3340.89 	 1600.12 	 255495 	 0 	 0 	 0
3.98868 	 3366.96 	 1823.16 	 30331.8 	 5920.02 	 42257.6 	 -2861.27 	 3366.96 	 1823.16 	 255315 	 0 	 0 	 0
4.00178 	 3440.43 	 1900.29 	 30156.2 	 5950.71 	 42207 	 -2974.26 	 3440.43 	 1900.29 	 255139 	 0 	 0 	 0
4.01483 	 3731.9 	 1560.81 	 30670.7 	 6288.62 	 42655.8 	 -1634.56 	 3731.9 	 1560.81 	 255654 	 0 	 0 	 0
4.02784 	 3897.7 	 1695.68 	 31034.2 	 6387.88 	 42438.1 	 -1957.04 	 3897.7 	 1695.68 	 256017 	 0 	 0 	 0
4.04081 	 3788.1 	 1705.74 	 30541.2 	 6440.87 	 41459.7 	 -1304.21 	 3788.1 	 1705.74 	 255524 	 0 	 0 	 0
4.05373 	 3838.68 	 1753.05 	 30077.9 	 6511.45 	 40945.6 	 -1385.5 	 3838.68 	 1753.05 	 255061 	 0 	 0 	 0
4.06661 	 3787.93 	 1856.51 	 29687.4 	 6600.73 	 40400.6 	 -1439.9 	 3787.93 	 1856.51 	 254670 	 0 	 0 	 0
4.07947 	 3728.92 	 1854.52 	 29505.2 	 6649.09 	 39789.6 	 -1533.17 	 3728.92 	 1854.52 	 254488 	 0 	 0 	 0
4.09233 	 3943.25 	 1540.24 	 29664 	 6931.83 	 39906 	 -837.042 	 3943.25 	 1540.24 	 254647 	 0 	 0 	 0
4.10519 	 3717.37 	 1725.32 	 29019.1 	 6808.75 	 37661.4 	 -1603.34 	 3717.37 	 1725.32 	 254002 	 0 	 0 	 0
4.11807 	 3919.87 	 2090.78 	 28646.6 	 6750.85 	 37367 	 -2776.48 	 3919.87 	 2090.78 	 253630 	 0 	 0 	 0
4.13096 	 4261.66 	 2067.69 	 28346.6 	 6787.23 	 38005.6 	 -2741.56 	 4261.66 	 2067.69 	 253329 	 0 	 0 	 0
4.14387 	 4482.09 	 2067.7 	 28433 	 6900.5 	 38317.8 	 -2413.63 	 4482.09 	 2067.7 	 253416 	 0 	 0 	 0
4.15679 	 4656.47 	 1909.06 	 28586.6 	 7203.43 	 38159.8 	 -1849.5 	 4656.47 	 1909.06 	 253570 	 0 	 0 	 0
4.16975 	 4607.81 	 1822.38 	 28391.5 	 7262.28 	 36570.6 	 -1728.64 	 4607.81 	 1822.38 	 253374 	 0 	 0 	 0
4.18273 	 4531.17 	 2168.78 	 27763.3 	 7128.94 	 34730.4 	 -2507.62 	 4531.17 	 2168.78 	 252746 	 0 	 0 	 0
4.19573 	 4564.91 	 2309.28 	 27024.6 	 7049.63 	 34009.5 	 -2761.48 	 4564.91 	 2309.28 	 252007 	 0 	 0 	 0
4.20875 	 4581.28 	 2259.98 	 26378.2 	 7092.62 	 33366.1 	 -2745.7 	 4581.28 	 2259.98 	 251361 	 0 	 0 	 0
4.22178 	 4862.23 	 2352.58 	 26359.2 	 7244.01 	 33688.1 	 -3394.2 	 4862.23 	 2352.58 	 251342 	 0 	 0 	 0
4.23481 	 5006.48 	 2322.68 	 26349.4 	 7343.37 	 33443 	 -3383.98 	 5006.48 	 2322.68 	 251332 	 0 	 0 	 0
4.24784 	 4993.33 	 2201.74 	 26042.2 	 7350.27 	 31939.9 	 -3056.39 	 4993.33 	 2201.74 	 251025 	 0 	 0 	 0
4.26087 	 4933.75 	 2132.59 	 25541.5 	 7279.51 	 30199.7 	 -2700.64 	 4933.75 	 2132.59 	 250524 	 0 	 0 	 0
4.2739 	 5078.3 	 2165.32 	 24793.1 	 7218.29 	 29375.7 	 -2534.29 	 5078.3 	 2165.32 	 249776 	 0 	 0 	 0
4.28692 	 5226.91 	 2046.82 	 24073.2 	 7177.77 	 28966.1 	 -2241.73 	 5226.91 	 2046.82 	 249056 	 0 	 0 	 0
4.29994 	 5363.4 	 2148.55 	 23528.1 	 7051.78 	 28730.1 	 -2638.12 	 5363.4 	 2148.55 	 248511 	 0 	 0 	 0
4.31294 	 5530.01 	 2168.33 	 23150.6 	 7117.9 	 28457.2 	 -2966.74 	 5530.01 	 2168.33 	 248133 	 0 	 0 	 0
4.32593 	 5415.96 	 2054.13 	 22817.1 	 7051.67 	 26738.2 	 -2946.5 	 5415.96 	 2054.13 	 247800 	 0 	 0 	 0
4.33891 	 5459.01 	 1948.77 	 22084.4 	 6903.47 	 25993.4 	 -2568.64 	 5459.01 	 1948.77 	 247067 	 0 	 0 	 0
4.35187 	 5662.4 	 1706.75 	 21268.3 	 6939.74 	 25664.5 	 -2135.49 	 5662.4 	 1706.75 	 246251 	 0 	 0 	 0
