time 	 Fx 	 Fy 	 Fz 	 Mx 	 My 	 Mz 	 Fx_p 	 Fy_p 	 Fz_p 	 Fx_v 	 Fy_v 	 Fz_v
18.7061 	 -14200.8 	 111.126 	 -12968 	 44442.8 	 12140.8 	 31407.5 	 -14200.8 	 111.126 	 212015 	 0 	 0 	 0
18.7127 	 -15244.4 	 -342.353 	 -11211.3 	 43873.1 	 11378 	 30781.1 	 -15244.4 	 -342.353 	 213772 	 0 	 0 	 0
18.7193 	 -16191 	 -847.948 	 -10066.3 	 43244.2 	 10137.6 	 28781.3 	 -16191 	 -847.948 	 214917 	 0 	 0 	 0
18.7259 	 -16553.6 	 -1143.72 	 -11101 	 43324.6 	 10463.7 	 27865.1 	 -16553.6 	 -1143.72 	 213882 	 0 	 0 	 0
18.7323 	 -16222.7 	 -679.856 	 -12576.4 	 42789.3 	 10896.3 	 27086.6 	 -16222.7 	 -679.856 	 212406 	 0 	 0 	 0
18.7387 	 -16281.2 	 -712.048 	 -13110.2 	 43017.3 	 11820.5 	 26716.3 	 -16281.2 	 -712.048 	 211873 	 0 	 0 	 0
18.7451 	 -16170.9 	 -706.639 	 -13066.1 	 44176.4 	 13780.3 	 26854.1 	 -16170.9 	 -706.639 	 211917 	 0 	 0 	 0
18.7513 	 -16749.8 	 -1103.17 	 -12595.3 	 44656.5 	 14727.4 	 27063.5 	 -16749.8 	 -1103.17 	 212388 	 0 	 0 	 0
18.7576 	 -17366.3 	 -1663.6 	 -12580.3 	 45709.3 	 16342.8 	 27200.2 	 -17366.3 	 -1663.6 	 212403 	 0 	 0 	 0
18.7637 	 -18151.4 	 -2203.08 	 -12039.9 	 45893.4 	 16755.2 	 26373.9 	 -18151.4 	 -2203.08 	 212943 	 0 	 0 	 0
18.7698 	 -18672.9 	 -2552.84 	 -12086.7 	 45264.5 	 16354.8 	 25301.5 	 -18672.9 	 -2552.84 	 212896 	 0 	 0 	 0
18.7759 	 -18779.1 	 -2698.23 	 -12533.3 	 45268.4 	 17631.8 	 24928.5 	 -18779.1 	 -2698.23 	 212450 	 0 	 0 	 0
18.7819 	 -19193 	 -2851.83 	 -12628.2 	 43987.1 	 17071 	 24466.1 	 -19193 	 -2851.83 	 212355 	 0 	 0 	 0
18.7879 	 -19084.9 	 -2377.18 	 -12479.1 	 43096.1 	 16788.9 	 24482.9 	 -19084.9 	 -2377.18 	 212504 	 0 	 0 	 0
18.7938 	 -19156.5 	 -2206.7 	 -10948.1 	 43876.9 	 17760.7 	 24835.6 	 -19156.5 	 -2206.7 	 214035 	 0 	 0 	 0
18.7997 	 -19499.7 	 -2196.19 	 -9841.83 	 44349.4 	 17870.4 	 24553.4 	 -19499.7 	 -2196.19 	 215141 	 0 	 0 	 0
18.8056 	 -19685.4 	 -2236.44 	 -9840.79 	 44729.2 	 18601.9 	 24490 	 -19685.4 	 -2236.44 	 215142 	 0 	 0 	 0
18.8114 	 -21244 	 -3771.17 	 -11253.3 	 43696.9 	 18890.9 	 28360.7 	 -21244 	 -3771.17 	 213730 	 0 	 0 	 0
18.8172 	 -21949 	 -4645.67 	 -12635.4 	 42769 	 19224.6 	 29913.5 	 -21949 	 -4645.67 	 212348 	 0 	 0 	 0
18.8229 	 -22579.9 	 -5060.6 	 -12887 	 41780.9 	 19010.3 	 29655.6 	 -22579.9 	 -5060.6 	 212096 	 0 	 0 	 0
18.8286 	 -22972.6 	 -4972.02 	 -11148.5 	 41170.3 	 19244.5 	 28742.8 	 -22972.6 	 -4972.02 	 213834 	 0 	 0 	 0
18.8343 	 -24115.8 	 -5643.09 	 -9297.12 	 40732.9 	 20863.8 	 32994.2 	 -24115.8 	 -5643.09 	 215686 	 0 	 0 	 0
18.8399 	 -25685 	 -7188.12 	 -8288.51 	 40618.6 	 23586.1 	 39737.3 	 -25685 	 -7188.12 	 216694 	 0 	 0 	 0
18.8455 	 -26023.5 	 -7513.47 	 -8753.88 	 39936.1 	 24113.8 	 40233.4 	 -26023.5 	 -7513.47 	 216229 	 0 	 0 	 0
18.8511 	 -25293.2 	 -7277.92 	 -10712.7 	 41171.6 	 25973.9 	 38849.1 	 -25293.2 	 -7277.92 	 214270 	 0 	 0 	 0
18.8567 	 -25034.4 	 -6999.14 	 -11069.2 	 41447.8 	 25929.4 	 37274.8 	 -25034.4 	 -6999.14 	 213914 	 0 	 0 	 0
18.8622 	 -24526.8 	 -6199.72 	 -10844.5 	 41070.3 	 25665.8 	 34975.5 	 -24526.8 	 -6199.72 	 214138 	 0 	 0 	 0
18.8677 	 -24645.3 	 -5649.12 	 -9994.08 	 38812.9 	 23802.4 	 33996.3 	 -24645.3 	 -5649.12 	 214989 	 0 	 0 	 0
18.8732 	 -24562.7 	 -5269.44 	 -8507.27 	 38421.1 	 23686.6 	 32796.3 	 -24562.7 	 -5269.44 	 216476 	 0 	 0 	 0
18.8787 	 -24786.6 	 -5527.3 	 -8263.85 	 38805.7 	 24908.4 	 34396.6 	 -24786.6 	 -5527.3 	 216719 	 0 	 0 	 0
18.8841 	 -24872 	 -5924.73 	 -7874.07 	 40358.9 	 26625.2 	 34101.8 	 -24872 	 -5924.73 	 217109 	 0 	 0 	 0
18.8896 	 -24952.3 	 -6208.98 	 -8926.88 	 40360.9 	 26825.2 	 33988.3 	 -24952.3 	 -6208.98 	 216056 	 0 	 0 	 0
18.895 	 -24496.6 	 -5520.06 	 -11146.3 	 38579 	 25081.2 	 31873.8 	 -24496.6 	 -5520.06 	 213837 	 0 	 0 	 0
18.9004 	 -24757.4 	 -5481.88 	 -11886.9 	 36839.5 	 23056.4 	 30601.6 	 -24757.4 	 -5481.88 	 213096 	 0 	 0 	 0
18.9057 	 -24986.3 	 -6002.95 	 -11678.1 	 36054.2 	 23173.6 	 31766.8 	 -24986.3 	 -6002.95 	 213305 	 0 	 0 	 0
18.9111 	 -24825.1 	 -6173.99 	 -10036 	 37432.8 	 25059.7 	 31133.7 	 -24825.1 	 -6173.99 	 214947 	 0 	 0 	 0
18.9164 	 -24834.3 	 -6015.66 	 -8473.34 	 37392.6 	 25351.6 	 30376 	 -24834.3 	 -6015.66 	 216510 	 0 	 0 	 0
18.9218 	 -24671.2 	 -5903.43 	 -7620.16 	 38410.6 	 27010.8 	 30131.4 	 -24671.2 	 -5903.43 	 217363 	 0 	 0 	 0
18.9271 	 -25987.6 	 -6968.21 	 -7980.24 	 37321.3 	 28156.8 	 34981 	 -25987.6 	 -6968.21 	 217003 	 0 	 0 	 0
18.9323 	 -26366.6 	 -7556.88 	 -8991.96 	 36810.4 	 28467 	 36106.3 	 -26366.6 	 -7556.88 	 215991 	 0 	 0 	 0
18.9376 	 -26159.1 	 -7172.59 	 -9805.87 	 35406.8 	 28366.4 	 36465.2 	 -26159.1 	 -7172.59 	 215177 	 0 	 0 	 0
18.9429 	 -26072 	 -6725.24 	 -10032.4 	 33644.8 	 26563.2 	 34645.6 	 -26072 	 -6725.24 	 214950 	 0 	 0 	 0
18.9481 	 -25800.6 	 -6034.16 	 -10105.9 	 32632.9 	 24850.9 	 31122.9 	 -25800.6 	 -6034.16 	 214877 	 0 	 0 	 0
18.9534 	 -25506.8 	 -6386.39 	 -8119.48 	 35617.7 	 27582.7 	 29596.6 	 -25506.8 	 -6386.39 	 216863 	 0 	 0 	 0
18.9586 	 -24809.3 	 -5613.02 	 -8192.31 	 35071.2 	 27685.3 	 27709.5 	 -24809.3 	 -5613.02 	 216791 	 0 	 0 	 0
18.9638 	 -24570.6 	 -5336.52 	 -7678 	 35411.7 	 28410.3 	 27284.6 	 -24570.6 	 -5336.52 	 217305 	 0 	 0 	 0
18.969 	 -24725.2 	 -5089.76 	 -7950.33 	 35510.9 	 28601.6 	 26439.9 	 -24725.2 	 -5089.76 	 217033 	 0 	 0 	 0
18.9742 	 -24816.8 	 -5131.04 	 -8414.07 	 35510.6 	 29332 	 26880.7 	 -24816.8 	 -5131.04 	 216569 	 0 	 0 	 0
18.9794 	 -24480.1 	 -4630.35 	 -8710.38 	 34906.7 	 28420.8 	 23939.7 	 -24480.1 	 -4630.35 	 216273 	 0 	 0 	 0
18.9846 	 -23825.7 	 -4033.87 	 -8745.12 	 35669 	 29344.2 	 22493.1 	 -23825.7 	 -4033.87 	 216238 	 0 	 0 	 0
18.9898 	 -23623 	 -3859.5 	 -8146.31 	 36340.6 	 30234.8 	 21663 	 -23623 	 -3859.5 	 216837 	 0 	 0 	 0
18.9949 	 -23969.9 	 -4143.05 	 -7820.47 	 35942.6 	 30123.7 	 21478.4 	 -23969.9 	 -4143.05 	 217162 	 0 	 0 	 0
19.0001 	 -24034.9 	 -3934.43 	 -7709.38 	 34202.3 	 28641.6 	 19759 	 -24034.9 	 -3934.43 	 217274 	 0 	 0 	 0
19.0052 	 -24395.9 	 -3554.79 	 -7162.93 	 31084.6 	 26627.1 	 19620.1 	 -24395.9 	 -3554.79 	 217820 	 0 	 0 	 0
19.0104 	 -24446.5 	 -3785.62 	 -7576.95 	 32421.7 	 27997.7 	 18389.3 	 -24446.5 	 -3785.62 	 217406 	 0 	 0 	 0
19.0155 	 -24695.2 	 -4524.79 	 -7629.21 	 34911 	 30390 	 17827.5 	 -24695.2 	 -4524.79 	 217354 	 0 	 0 	 0
19.0206 	 -24391.8 	 -4722 	 -6845.57 	 36373.9 	 32499.9 	 17129.9 	 -24391.8 	 -4722 	 218137 	 0 	 0 	 0
19.0257 	 -23425.9 	 -4232.34 	 -6639.29 	 37089.1 	 34200.1 	 15803.5 	 -23425.9 	 -4232.34 	 218344 	 0 	 0 	 0
19.0309 	 -23149.3 	 -3791.79 	 -6288.58 	 35780.8 	 33305.4 	 13702.1 	 -23149.3 	 -3791.79 	 218694 	 0 	 0 	 0
19.036 	 -22648.4 	 -3249.09 	 -5095.29 	 34825.8 	 33236.2 	 11054.9 	 -22648.4 	 -3249.09 	 219888 	 0 	 0 	 0
19.0411 	 -22822.9 	 -3200.02 	 -3933.54 	 33811.7 	 32782.2 	 10033.4 	 -22822.9 	 -3200.02 	 221049 	 0 	 0 	 0
19.0462 	 -21733.5 	 -2847.35 	 -3599.67 	 36118.4 	 35855 	 7633.27 	 -21733.5 	 -2847.35 	 221383 	 0 	 0 	 0
19.0513 	 -22561.8 	 -3773.68 	 -4697.11 	 36512.9 	 36286.2 	 8825.34 	 -22561.8 	 -3773.68 	 220286 	 0 	 0 	 0
19.0564 	 -22989.4 	 -4057.85 	 -6476.68 	 34742.3 	 35776.2 	 10068.4 	 -22989.4 	 -4057.85 	 218506 	 0 	 0 	 0
19.0615 	 -23574.2 	 -3996.36 	 -6386.76 	 31628.7 	 33846.9 	 10858.2 	 -23574.2 	 -3996.36 	 218596 	 0 	 0 	 0
19.0666 	 -23978.9 	 -3521.52 	 -4929.16 	 28798 	 31753.3 	 11100.1 	 -23978.9 	 -3521.52 	 220054 	 0 	 0 	 0
19.0717 	 -24085.5 	 -3375.51 	 -4323.25 	 28089.5 	 31758.8 	 11372.1 	 -24085.5 	 -3375.51 	 220660 	 0 	 0 	 0
19.0767 	 -23759.5 	 -3298.62 	 -3919.03 	 28668.2 	 33304.8 	 11895.9 	 -23759.5 	 -3298.62 	 221064 	 0 	 0 	 0
19.0818 	 -23898.1 	 -4174.09 	 -3288.31 	 30986.6 	 35448.8 	 9501.96 	 -23898.1 	 -4174.09 	 221695 	 0 	 0 	 0
19.0869 	 -23767.1 	 -4118.57 	 -2479.42 	 31003.7 	 36065.8 	 7910.84 	 -23767.1 	 -4118.57 	 222503 	 0 	 0 	 0
19.092 	 -23882.1 	 -4223.53 	 -3725.32 	 30768.7 	 36049 	 6886.41 	 -23882.1 	 -4223.53 	 221258 	 0 	 0 	 0
19.0971 	 -23018.4 	 -3276.45 	 -4207.37 	 29685.4 	 36762.6 	 6121.07 	 -23018.4 	 -3276.45 	 220776 	 0 	 0 	 0
19.1023 	 -23607.3 	 -3492.57 	 -3009.65 	 27727.6 	 36083.3 	 6103.58 	 -23607.3 	 -3492.57 	 221973 	 0 	 0 	 0
19.1074 	 -23943.3 	 -3685.41 	 -2178.56 	 27506 	 36022.2 	 7106.08 	 -23943.3 	 -3685.41 	 222804 	 0 	 0 	 0
19.1125 	 -24624.4 	 -4525.4 	 -2070.48 	 28152.1 	 36522 	 6992.99 	 -24624.4 	 -4525.4 	 222912 	 0 	 0 	 0
19.1176 	 -24853.8 	 -4942.99 	 -2029.94 	 27916.2 	 36865.1 	 6789.29 	 -24853.8 	 -4942.99 	 222953 	 0 	 0 	 0
19.1227 	 -24081.5 	 -5014.93 	 -2140.13 	 30413.6 	 39816.7 	 5106.15 	 -24081.5 	 -5014.93 	 222843 	 0 	 0 	 0
19.1279 	 -23550.8 	 -4534.36 	 -997.793 	 29242.5 	 39976.4 	 2620.45 	 -23550.8 	 -4534.36 	 223985 	 0 	 0 	 0
19.133 	 -23526.5 	 -3248.52 	 1278.21 	 23432 	 36783.1 	 2204.09 	 -23526.5 	 -3248.52 	 226261 	 0 	 0 	 0
19.1382 	 -23307.1 	 -2848.87 	 34.069 	 22259 	 36700 	 3312.55 	 -23307.1 	 -2848.87 	 225017 	 0 	 0 	 0
19.1433 	 -23230.7 	 -3433.08 	 -572.821 	 25531.8 	 39429.8 	 3120.06 	 -23230.7 	 -3433.08 	 224410 	 0 	 0 	 0
19.1485 	 -23024.7 	 -3752.16 	 -300.404 	 26834.9 	 41226.7 	 1558.29 	 -23024.7 	 -3752.16 	 224682 	 0 	 0 	 0
19.1537 	 -23207.6 	 -3927.25 	 1240.27 	 25733.3 	 41368 	 1331.51 	 -23207.6 	 -3927.25 	 226223 	 0 	 0 	 0
19.1589 	 -22490.5 	 -3847.5 	 3198.51 	 27671.9 	 44024.1 	 -2028.39 	 -22490.5 	 -3847.5 	 228181 	 0 	 0 	 0
19.1641 	 -22836.1 	 -4147.27 	 2507.76 	 27603.6 	 43961.3 	 -1663.11 	 -22836.1 	 -4147.27 	 227491 	 0 	 0 	 0
19.1694 	 -22959.6 	 -4072.26 	 504.667 	 27340.6 	 43483 	 -222.851 	 -22959.6 	 -4072.26 	 225488 	 0 	 0 	 0
19.1746 	 -22792.2 	 -3686.16 	 -54.3565 	 26784.6 	 43165.7 	 172.366 	 -22792.2 	 -3686.16 	 224929 	 0 	 0 	 0
19.1799 	 -22519.5 	 -3177.6 	 1706.12 	 24720.7 	 42929 	 -1813.26 	 -22519.5 	 -3177.6 	 226689 	 0 	 0 	 0
19.1852 	 -22265.3 	 -2799.65 	 3073.38 	 23035.8 	 43091.7 	 -2515.2 	 -22265.3 	 -2799.65 	 228056 	 0 	 0 	 0
19.1905 	 -21634.7 	 -2581.18 	 2803.26 	 23706.7 	 44805.6 	 -3627.95 	 -21634.7 	 -2581.18 	 227786 	 0 	 0 	 0
19.1958 	 -21832.7 	 -3145.91 	 2735.88 	 25427.3 	 46520.4 	 -3687.61 	 -21832.7 	 -3145.91 	 227719 	 0 	 0 	 0
19.2011 	 -22582.2 	 -4020.57 	 2444.15 	 25476 	 46347.2 	 -2690.52 	 -22582.2 	 -4020.57 	 227427 	 0 	 0 	 0
19.2065 	 -22254.8 	 -3701.59 	 2272.68 	 24597.7 	 46209.1 	 -3361.4 	 -22254.8 	 -3701.59 	 227256 	 0 	 0 	 0
19.2119 	 -22261.6 	 -3527.17 	 2756.29 	 23896.3 	 46030.9 	 -3497.94 	 -22261.6 	 -3527.17 	 227739 	 0 	 0 	 0
19.2173 	 -22386.5 	 -3658.82 	 3394.98 	 23968.2 	 46495.8 	 -3835.19 	 -22386.5 	 -3658.82 	 228378 	 0 	 0 	 0
19.2227 	 -22641.6 	 -3771 	 3629.6 	 23198.6 	 46548.4 	 -2891.85 	 -22641.6 	 -3771 	 228612 	 0 	 0 	 0
19.2282 	 -22067.9 	 -3509.94 	 4925.29 	 23714.1 	 48459.6 	 -5472.34 	 -22067.9 	 -3509.94 	 229908 	 0 	 0 	 0
19.2336 	 -22066.8 	 -3216.98 	 5121.11 	 20994.2 	 47455.7 	 -5111.23 	 -22066.8 	 -3216.98 	 230104 	 0 	 0 	 0
19.2392 	 -22577.2 	 -3623.09 	 4542.46 	 19668.5 	 46263.4 	 -4707.45 	 -22577.2 	 -3623.09 	 229525 	 0 	 0 	 0
19.2447 	 -21792.4 	 -3574.79 	 4065.47 	 20860.2 	 48426.1 	 -5971.83 	 -21792.4 	 -3574.79 	 229048 	 0 	 0 	 0
19.2503 	 -22432.2 	 -4034.55 	 3829.77 	 19424.2 	 47506 	 -5335.45 	 -22432.2 	 -4034.55 	 228813 	 0 	 0 	 0
19.2559 	 -22334.4 	 -4214.69 	 5029.76 	 20203.1 	 49066.7 	 -6359.27 	 -22334.4 	 -4214.69 	 230013 	 0 	 0 	 0
19.2615 	 -22587.2 	 -4257.6 	 4892.95 	 19145.7 	 48419.1 	 -5293.26 	 -22587.2 	 -4257.6 	 229876 	 0 	 0 	 0
19.2672 	 -22736.6 	 -4325.92 	 5235.86 	 19341.5 	 48838.2 	 -5571.33 	 -22736.6 	 -4325.92 	 230219 	 0 	 0 	 0
19.2729 	 -22550.4 	 -3959.84 	 5859.89 	 17484.5 	 48420.5 	 -6637.88 	 -22550.4 	 -3959.84 	 230843 	 0 	 0 	 0
19.2786 	 -21925.9 	 -3420.23 	 6662.88 	 16223.2 	 48702.4 	 -9062.72 	 -21925.9 	 -3420.23 	 231646 	 0 	 0 	 0
19.2844 	 -20691.6 	 -2711.77 	 6153.83 	 17411.5 	 50970.9 	 -11081 	 -20691.6 	 -2711.77 	 231137 	 0 	 0 	 0
19.2902 	 -19600.7 	 -2098.51 	 6462.86 	 18912.2 	 53633.7 	 -12482.2 	 -19600.7 	 -2098.51 	 231446 	 0 	 0 	 0
19.2961 	 -19397.9 	 -2153.59 	 6598.4 	 19955.2 	 55226.3 	 -12665.4 	 -19397.9 	 -2153.59 	 231581 	 0 	 0 	 0
19.302 	 -20005.6 	 -2855.73 	 7796.71 	 20833.4 	 56178.1 	 -12101.9 	 -20005.6 	 -2855.73 	 232780 	 0 	 0 	 0
19.308 	 -20244.3 	 -2971.59 	 8725.76 	 19797.8 	 55780.7 	 -11691 	 -20244.3 	 -2971.59 	 233709 	 0 	 0 	 0
19.314 	 -20228.4 	 -2622.96 	 9823.49 	 17660.5 	 54439.6 	 -12423.9 	 -20228.4 	 -2622.96 	 234806 	 0 	 0 	 0
19.3201 	 -20604.9 	 -2428.64 	 10948.1 	 13830.8 	 51920.6 	 -12269.3 	 -20604.9 	 -2428.64 	 235931 	 0 	 0 	 0
19.3262 	 -20762.7 	 -2065.42 	 10777.5 	 10012.9 	 49493.6 	 -11522.6 	 -20762.7 	 -2065.42 	 235760 	 0 	 0 	 0
19.3324 	 -20062.7 	 -1263.08 	 9620.12 	 8057.25 	 48805.8 	 -8274.46 	 -20062.7 	 -1263.08 	 234603 	 0 	 0 	 0
19.3387 	 -18897.1 	 -783.027 	 9400.46 	 9133.88 	 51250 	 -7462.62 	 -18897.1 	 -783.027 	 234383 	 0 	 0 	 0
19.345 	 -19257.3 	 -1531.32 	 8817.91 	 9247.83 	 51693.2 	 -5740.78 	 -19257.3 	 -1531.32 	 233801 	 0 	 0 	 0
19.3515 	 -20172.8 	 -2732.99 	 9500.59 	 10426.1 	 52655.3 	 -6567.47 	 -20172.8 	 -2732.99 	 234483 	 0 	 0 	 0
19.3579 	 -19544.8 	 -2596.48 	 11615.1 	 11633.9 	 55414.9 	 -8845.8 	 -19544.8 	 -2596.48 	 236598 	 0 	 0 	 0
19.3645 	 -20009.6 	 -3480.87 	 10333.9 	 11522.6 	 55263.3 	 -10694.2 	 -20009.6 	 -3480.87 	 235317 	 0 	 0 	 0
19.3712 	 -20095.8 	 -3572.55 	 10048.6 	 10299.6 	 54297.8 	 -11607.6 	 -20095.8 	 -3572.55 	 235032 	 0 	 0 	 0
19.3779 	 -20293.9 	 -3834.14 	 9300.69 	 9592.12 	 53489.9 	 -11402 	 -20293.9 	 -3834.14 	 234284 	 0 	 0 	 0
19.3848 	 -20201.5 	 -3818.17 	 7960.95 	 8510.39 	 52562.7 	 -10425.4 	 -20201.5 	 -3818.17 	 232944 	 0 	 0 	 0
19.3917 	 -20134.3 	 -4097.47 	 7963.51 	 9508.48 	 53639.2 	 -9764.77 	 -20134.3 	 -4097.47 	 232946 	 0 	 0 	 0
19.3987 	 -20418.1 	 -4552.28 	 9293.49 	 9887.07 	 54430.6 	 -10037.2 	 -20418.1 	 -4552.28 	 234276 	 0 	 0 	 0
19.4059 	 -20247 	 -4185.86 	 11013.5 	 8381.87 	 54007.8 	 -9910.93 	 -20247 	 -4185.86 	 235996 	 0 	 0 	 0
19.4132 	 -20197.1 	 -4126.66 	 10687.7 	 7557.07 	 53667.5 	 -9980.29 	 -20197.1 	 -4126.66 	 235671 	 0 	 0 	 0
19.4205 	 -19333.6 	 -3324.74 	 10492.5 	 6220.48 	 53701.7 	 -10200.3 	 -19333.6 	 -3324.74 	 235475 	 0 	 0 	 0
19.4281 	 -18566.4 	 -2919.42 	 8992.28 	 6028.03 	 54209.8 	 -10533.1 	 -18566.4 	 -2919.42 	 233975 	 0 	 0 	 0
19.4357 	 -17315.7 	 -2286.36 	 9146.44 	 6766 	 56114 	 -13623.5 	 -17315.7 	 -2286.36 	 234129 	 0 	 0 	 0
19.4435 	 -17667 	 -2944.34 	 10585.4 	 7184.73 	 56810.3 	 -14414.9 	 -17667 	 -2944.34 	 235568 	 0 	 0 	 0
19.4515 	 -17387.3 	 -2799.01 	 13924.7 	 6849.06 	 57833.4 	 -16523.1 	 -17387.3 	 -2799.01 	 238908 	 0 	 0 	 0
19.4597 	 -17272.7 	 -2953.23 	 14635.5 	 6105.63 	 57691.9 	 -17173.6 	 -17272.7 	 -2953.23 	 239618 	 0 	 0 	 0
19.468 	 -17112.6 	 -3227.74 	 13409.8 	 6261.44 	 57998.5 	 -16472.5 	 -17112.6 	 -3227.74 	 238393 	 0 	 0 	 0
19.4766 	 -16903.5 	 -3659.98 	 11914.3 	 6362.7 	 58508.5 	 -15583.5 	 -16903.5 	 -3659.98 	 236897 	 0 	 0 	 0
19.4854 	 -16848.2 	 -3851.72 	 11360.4 	 4650.15 	 57340.9 	 -15112.1 	 -16848.2 	 -3851.72 	 236343 	 0 	 0 	 0
19.4944 	 -17299.3 	 -4101.77 	 11658.9 	 1822.25 	 54976.9 	 -14411.6 	 -17299.3 	 -4101.77 	 236642 	 0 	 0 	 0
19.5037 	 -17402.5 	 -4175.48 	 13261.2 	 447.969 	 54480.5 	 -14682.3 	 -17402.5 	 -4175.48 	 238244 	 0 	 0 	 0
19.5134 	 -17630.8 	 -4403.88 	 13903.8 	 -455.946 	 54226.6 	 -15265.3 	 -17630.8 	 -4403.88 	 238887 	 0 	 0 	 0
19.5233 	 -16728.3 	 -4136.85 	 14314.5 	 836.906 	 56514.8 	 -17066 	 -16728.3 	 -4136.85 	 239297 	 0 	 0 	 0
19.5337 	 -16253.5 	 -4254.12 	 13451.3 	 1907.45 	 57935.9 	 -17719.7 	 -16253.5 	 -4254.12 	 238434 	 0 	 0 	 0
19.5445 	 -16053.9 	 -4341.18 	 12346.4 	 1095.95 	 57458.3 	 -16987.9 	 -16053.9 	 -4341.18 	 237329 	 0 	 0 	 0
19.5558 	 -15754.2 	 -4523.32 	 13623.9 	 752.243 	 58228.1 	 -16557.6 	 -15754.2 	 -4523.32 	 238607 	 0 	 0 	 0
19.5678 	 -15222.4 	 -4223.63 	 14936.7 	 -461.533 	 58021.3 	 -17791.4 	 -15222.4 	 -4223.63 	 239920 	 0 	 0 	 0
19.5804 	 -14193.1 	 -3788.63 	 16750.1 	 -231.219 	 59698.5 	 -20511.2 	 -14193.1 	 -3788.63 	 241733 	 0 	 0 	 0
19.5931 	 -13756.8 	 -3487.63 	 16925.2 	 -2017.97 	 58609.6 	 -21559.3 	 -13756.8 	 -3487.63 	 241908 	 0 	 0 	 0
19.6057 	 -13599.7 	 -3552.53 	 17110.5 	 -3365.46 	 57572.6 	 -21826.9 	 -13599.7 	 -3552.53 	 242093 	 0 	 0 	 0
19.6182 	 -13677.8 	 -3639.79 	 16289.3 	 -6020.54 	 54910.2 	 -21432 	 -13677.8 	 -3639.79 	 241272 	 0 	 0 	 0
19.6307 	 -14630.7 	 -4778.75 	 13648.4 	 -8769.09 	 51612.2 	 -20099.3 	 -14630.7 	 -4778.75 	 238631 	 0 	 0 	 0
19.6432 	 -14744.2 	 -5249.91 	 12873.7 	 -10071.3 	 50231.2 	 -20198.4 	 -14744.2 	 -5249.91 	 237857 	 0 	 0 	 0
19.6556 	 -14331.7 	 -5215.53 	 14559.2 	 -10840.1 	 50221.1 	 -20484.6 	 -14331.7 	 -5215.53 	 239542 	 0 	 0 	 0
19.6681 	 -12689.7 	 -4430.93 	 18247.8 	 -9113.27 	 53606.8 	 -22890.9 	 -12689.7 	 -4430.93 	 243231 	 0 	 0 	 0
19.6805 	 -11446.2 	 -3722.89 	 20783.7 	 -9035.56 	 54833.5 	 -24561.3 	 -11446.2 	 -3722.89 	 245767 	 0 	 0 	 0
19.6928 	 -10512.9 	 -3053.97 	 21614.9 	 -10307.4 	 54109.8 	 -25697.6 	 -10512.9 	 -3053.97 	 246598 	 0 	 0 	 0
19.7052 	 -9846.85 	 -2650.1 	 20427.9 	 -11835.7 	 52361 	 -26318.4 	 -9846.85 	 -2650.1 	 245411 	 0 	 0 	 0
19.7176 	 -9547.27 	 -2726.35 	 18228.5 	 -12938.5 	 50583.3 	 -25912.5 	 -9547.27 	 -2726.35 	 243211 	 0 	 0 	 0
19.7299 	 -9585.07 	 -3307.12 	 16293.4 	 -14264.8 	 48630.9 	 -24154.1 	 -9585.07 	 -3307.12 	 241276 	 0 	 0 	 0
19.7423 	 -10018.5 	 -4123.28 	 14932.3 	 -15932.8 	 46105.1 	 -23373.8 	 -10018.5 	 -4123.28 	 239915 	 0 	 0 	 0
19.7547 	 -9521.1 	 -4131.57 	 16815.8 	 -16527.4 	 46174.5 	 -25087.1 	 -9521.1 	 -4131.57 	 241799 	 0 	 0 	 0
19.7671 	 -8883.46 	 -3607.41 	 18867.2 	 -18485.5 	 44764.9 	 -26052.9 	 -8883.46 	 -3607.41 	 243850 	 0 	 0 	 0
19.7795 	 -7782.13 	 -3049.42 	 20462.9 	 -18432.1 	 45185.4 	 -27814.5 	 -7782.13 	 -3049.42 	 245446 	 0 	 0 	 0
19.7919 	 -6858.37 	 -2686.27 	 20116.1 	 -17965.3 	 45221.2 	 -28440.8 	 -6858.37 	 -2686.27 	 245099 	 0 	 0 	 0
19.8043 	 -5780.16 	 -2315.83 	 19446.9 	 -17412.3 	 45541.3 	 -28566.8 	 -5780.16 	 -2315.83 	 244430 	 0 	 0 	 0
19.8168 	 -5018.69 	 -1979.19 	 18393.3 	 -18544.8 	 44094 	 -28857.2 	 -5018.69 	 -1979.19 	 243376 	 0 	 0 	 0
19.8292 	 -5661.98 	 -2563.16 	 16685.2 	 -21823.5 	 39417.7 	 -28008.2 	 -5661.98 	 -2563.16 	 241668 	 0 	 0 	 0
19.8417 	 -6108.85 	 -2927.37 	 16327.9 	 -24940.5 	 35390.6 	 -28283.4 	 -6108.85 	 -2927.37 	 241311 	 0 	 0 	 0
19.8542 	 -5196.44 	 -2624.93 	 17701.6 	 -24979.3 	 35401.3 	 -29050.8 	 -5196.44 	 -2624.93 	 242684 	 0 	 0 	 0
19.8668 	 -4042.63 	 -2366.34 	 19436.5 	 -23433.1 	 37300.9 	 -29711.4 	 -4042.63 	 -2366.34 	 244419 	 0 	 0 	 0
19.8793 	 -3006.83 	 -2137.31 	 20636.5 	 -22346 	 38449.9 	 -30900.6 	 -3006.83 	 -2137.31 	 245619 	 0 	 0 	 0
